dvit_id,grin_acc,grin_name,taxonomy,origin,passQC,vivc_match,match_score,match_via
DVIT_364,DVIT 364,Burgrave,Vitis vinifera L. subsp. vinifera ,"California, United States",True,BURGRAVE DE HONGRIE,100.0,synonym (BURGRAVE)
DVIT_3701,DVIT 3701,Leesburg 2-8/9,Vitis hybr.,"California, United States",True,,0.0,
DVIT_461,DVIT 461,Morescono,Vitis vinifera L. subsp. vinifera ,"California, United States",True,NIEDDU MANNU,100.0,synonym (MORESCONO)
DVIT_522,DVIT 522,DVIT 522,Vitis vinifera L. subsp. vinifera ,nan,True,,0.0,
DVIT_704,DVIT 704,DAPHNATA(DAPHNIA?),Vitis vinifera L. subsp. vinifera ,nan,True,,0.0,
DVIT_798,DVIT 798,Loin de L'Oeil,Vitis vinifera L. subsp. vinifera ,"California, United States",True,LEN DE L'EL,88.88888888888889,synonym (LOIN DE I'OEIL)
DVIT_8112,DVIT 8112,Muscat Blanc,Vitis vinifera L. subsp. vinifera ,"California, United States",True,MUSCAT A PETITS GRAINS BLANCS,100.0,synonym (MUSCAT BLANC)
DVIT_8123,DVIT 8123,Palomino,Vitis vinifera L. subsp. vinifera ,"California, United States",True,PALOMINO FINO,100.0,synonym (PALOMINO)
DVIT_8170,DVIT 8170,Sylvaner B2,Vitis vinifera L. subsp. vinifera ,"California, United States",True,SILVANER GRUEN,84.21052631578947,synonym (SYLVANER)
DVIT_832,DVIT 832,Mission Jalama,Vitis vinifera L. subsp. vinifera ,"California, United States",True,,0.0,
DVIT_834,DVIT 834,Mondeuse,Vitis vinifera L. subsp. vinifera ,"California, United States",True,MONDEUSE NOIRE,100.0,synonym (MONDEUSE)
DVIT_844,DVIT 844,Moscato Bianco,Vitis vinifera L. subsp. vinifera ,"Veneto, Italy",True,MUSCAT A PETITS GRAINS BLANCS,100.0,synonym (MOSCATO BIANCO)
DVIT_902,DVIT 902,Picpoule Noir,Vitis vinifera L. subsp. vinifera ,"California, United States",True,PIQUEPOUL NOIR,89.65517241379311,synonym (PIC A POULE NOIR)
PI_588134,PI 588134,Ill 45,Vitis cinerea (Engelm.) Millardet ,"Illinois, United States",True,,0.0,
PI_588153,PI 588153,Ill 559-4,Vitis hybr.,"Illinois, United States",True,,0.0,
PI_588179,PI 588179,Plantet (Seibel 5455),Vitis hybr.,France,True,,0.0,
PI_588297,PI 588297,Bacchus,Vitis hybr.,"New York, United States",True,CLINTON,100.0,synonym (BACCHUS)
PI_588339,PI 588339,Rem 66-54-6,Vitis hybr.,France,True,,0.0,
PI_588356,PI 588356,GV 25-21-91,Vitis cinerea (Engelm.) Millardet ,United States,True,MICHELSREBE,73.6842105263158,synonym (GM 22-91)
PI_588371,PI 588371,GV 21-46-97,Vitis labrusca L. ,United States,True,,0.0,
PI_588477,PI 588477,NY 65.556.1,Vitis hybr.,"New York, United States",True,TRAMINETTE,75.0,synonym (NY 65.0533.13)
PI_588509,PI 588509,NY 65.565.1,Vitis hybr.,"New York, United States",True,TRAMINETTE,75.0,synonym (NY 65.0533.13)
DVIT_1165,DVIT 1165,OLMO R101 (R64-62),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1198,DVIT 1198,OLMO d16 (d1-100),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1209,DVIT 1209,OLMO Q104 (Q38-62),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1249,DVIT 1249,OLMO Q121 (Q40-2),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1288,DVIT 1288,DVIT 1288,Vitis vulpina L. ,"California, United States",True,,0.0,
DVIT_1297,DVIT 1297,DVIT 1297,Vitis acerifolia Raf. ,"California, United States",True,,0.0,
DVIT_1347,DVIT 1347,NY 47315,Vitis hybr.,"California, United States",True,GENEVA WHITE   5,75.0,synonym (NY 36125)
DVIT_1354,DVIT 1354,NY 16467,Vitis hybr.,"California, United States",True,ATHENS,75.0,synonym (NY 12046)
DVIT_1376,DVIT 1376,R68-35,Vitis monticola Buckley ,"California, United States",True,,0.0,
DVIT_1392,DVIT 1392,Y157 (Y18-94),Vitis labrusca L. ,"California, United States",True,,0.0,
DVIT_1393,DVIT 1393,Y157 (Y18-95 ),Vitis labrusca L. ,"California, United States",True,,0.0,
DVIT_1396,DVIT 1396,DVIT 1396,Vitis acerifolia Raf. ,nan,True,,0.0,
DVIT_1399,DVIT 1399,DVIT 1399,Vitis acerifolia Raf. ,nan,True,,0.0,
DVIT_1413,DVIT 1413,MEXICO SPECIES,Vitis sp.,Mexico,True,,0.0,
DVIT_1426,DVIT 1426,Olmo 5029,Vitis sp.,"Kansas, United States",True,,0.0,
DVIT_1456,DVIT 1456,Olmo Q126 (Q47-64),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1547,DVIT 1547,Olmo Q133 (Q42-3),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1548,DVIT 1548,Olmo Q136 (Q42-30),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1563,DVIT 1563,Olmo d32 (d2-80),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1634,DVIT 1634,ILL.882-3,Vitis hybr.,"California, United States",True,,0.0,
DVIT_169,DVIT 169,BERTILLE-SEYVE 5563,Vitis hybr.,nan,True,GENERAL,94.73684210526316,synonym (BERTILLE SEYVE  5563)
DVIT_1710,DVIT 1710,Olmo (U68-43),Vitis aestivalis Michx. var. aestivalis ,"Florida, United States",True,,0.0,
DVIT_1819,DVIT 1819,M12:3-4,Vitis aestivalis Michx. ,"Tennessee, United States",True,,0.0,
DVIT_1824,DVIT 1824,M13:17-18,Vitis aestivalis Michx. ,"Tennessee, United States",True,,0.0,
DVIT_1837,DVIT 1837,Gold Hill #2,Vitis californica Benth. ,"California, United States",True,OLIVETTE BLANCHE,78.26086956521739,synonym (GOLDEN HILL)
DVIT_1839,DVIT 1839,Gold Hill #5,Vitis californica Benth. ,"California, United States",True,OLIVETTE BLANCHE,78.26086956521739,synonym (GOLDEN HILL)
DVIT_1843,DVIT 1843,DVIT 1843,Vitis mustangensis Buckley ,"California, United States",True,,0.0,
DVIT_1873,DVIT 1873,B*41-23 M23,Vitis sp.,nan,True,,0.0,
DVIT_1925,DVIT 1925,f 9-124 M43,Vitis sp.,Mexico,True,,0.0,
DVIT_1953,DVIT 1953,i 9-16 C96,Vitis sp.,Mexico,True,,0.0,
DVIT_2033,DVIT 2033,GV 42-22-58,Vitis piasezkii Maxim. var. pagnuccii (Rom. Caill. ex Planch.) Rehder ,"Hubei Sheng, China",True,,0.0,
DVIT_2097,DVIT 2097,Couderc 1613-Clone 59,Vitis hybr.,"California, United States",True,COUDERC  1613- 57,81.08108108108108,prime name
DVIT_2098,DVIT 2098,DVIT 2098,Vitis mustangensis Buckley ,"California, United States",True,,0.0,
DVIT_21,DVIT 21,"Black Giant ""B""",Vitis hybr.,"Missouri, United States",True,BLACK GIANT,84.61538461538461,prime name
DVIT_2121,DVIT 2121,Chasselas Michel Tompa,Vitis vinifera L. subsp. vinifera ,"California, United States",True,TOMPA MIHALY,100.0,synonym (CHASSELAS MICHEL TOMPA)
DVIT_2136,DVIT 2136,Galibert 261-13,Vitis hybr.,"Maryland, United States",True,CARUBIS,92.85714285714286,synonym (21-1 GALIBERT)
DVIT_2522,DVIT 2522,KM-S-103 (4X),Vitis hybr.,"California, United States",True,,0.0,
DVIT_2554,DVIT 2554,I-167-034,Vitis sp.,"California, United States",True,,0.0,
DVIT_2566,DVIT 2566,Archway,Vitis aestivalis Michx. var. aestivalis ,"Florida, United States",True,TURKI,76.92307692307692,synonym (ARICHA)
DVIT_2651,DVIT 2651,Robin,Vitis vinifera L. subsp. vinifera ,"California, United States",True,OBIN,88.88888888888889,prime name
DVIT_2698,DVIT 2698,Musca SAF,Vitis sp.,"Arkansas, United States",True,MUSCAT A PETITS GRAINS BLANCS,76.19047619047619,synonym (MUSCAT SAMOS)
DVIT_2701,DVIT 2701,Agria,Vitis vinifera L. subsp. vinifera ,"British Columbia, Canada",True,BRAGHINA ROSIE,83.33333333333334,synonym (BAGRINA)
DVIT_2779,DVIT 2779,Olmo j23-108,Vitis hybr.,"California, United States",True,,0.0,
DVIT_2849,DVIT 2849,Olmo m6-66,Vitis hybr.,"California, United States",True,,0.0,
DVIT_2951,DVIT 2951,5085,Vitis vulpina L. ,"Louisiana, United States",True,,0.0,
DVIT_2981,DVIT 2981,15-9-7,Vitis riparia Michx. ,"Louisiana, United States",True,,0.0,
DVIT_302,DVIT 302,Siegfriede Velze,Vitis hybr.,"Maryland, United States",True,SIEGFRIEDREBE,75.86206896551724,prime name
DVIT_3088,DVIT 3088,Dunstan D-337,Vitis hybr.,"North Carolina, United States",True,DUNSTAN 236,75.0,prime name
DVIT_3118,DVIT 3118,Triplett F101-4,Vitis vinifera L. ,"California, United States",True,,0.0,
DVIT_3360,DVIT 3360,Japanese Burgundy,Vitis hybr.,"California, United States",True,,0.0,
DVIT_3361,DVIT 3361,Magliasina,Vitis hybr.,"California, United States",True,HARTFORD,100.0,synonym (MAGLIASINA)
DVIT_3449,DVIT 3449,Dunstan DRX68-20 4X,Vitis hybr.,nan,True,,0.0,
DVIT_3461,DVIT 3461,FLA DB1-4-1,Vitis hybr.,nan,True,,0.0,
DVIT_3523,DVIT 3523,Zinfandel Heritage Sel. # 29,Vitis vinifera L. ,nan,True,,0.0,
DVIT_3551,DVIT 3551,Zinfandel Heritage Sel. # 82,Vitis vinifera L. ,nan,True,,0.0,
DVIT_369,DVIT 369,DVIT 369,Vitis vinifera L. subsp. vinifera ,nan,True,,0.0,
DVIT_3709,DVIT 3709,101-14 Mgt,Vitis hybr.,"California, United States",True,MILLARDET ET GRASSET  101- 14,100.0,synonym (101-14 MGT)
DVIT_483,DVIT 483,DVIT 483,Vitis vinifera L. subsp. vinifera ,nan,True,,0.0,
DVIT_5,DVIT 5,Alice,Vitis hybr.,"New York, United States",True,ALICE 1,83.33333333333334,prime name
DVIT_538,DVIT 538,Tscharas,Vitis vinifera L. subsp. vinifera ,"California, United States",True,CHARAS,87.5,synonym (TCHARASS)
DVIT_545,DVIT 545,Vermentino Favorita,Vitis vinifera L. subsp. vinifera ,"California, United States",True,,0.0,
DVIT_556,DVIT 556,ROSAKI,Vitis vinifera L. subsp. vinifera ,nan,True,PARMAK CERVEN,100.0,synonym (ROSAKI)
DVIT_594,DVIT 594,RIBIER,Vitis vinifera L. subsp. vinifera ,nan,True,RIBIER NOIR,100.0,synonym (RIBIER)
DVIT_662,DVIT 662,Blue Affenthaler,Vitis vinifera L. subsp. vinifera ,Germany,True,AFFENTHALER,94.11764705882352,synonym (AFFENTHALER BLAUER)
DVIT_8017,DVIT 8017,Black Corinth,Vitis vinifera L. subsp. vinifera ,"California, United States",True,KORINTHIAKI MAVRO,100.0,synonym (BLACK CORINTH)
DVIT_8035,DVIT 8035,Chasselas Dore,Vitis vinifera L. subsp. vinifera ,"California, United States",True,CHASSELAS COULARD,100.0,synonym (CHASSELAS DORE)
DVIT_8106,DVIT 8106,Mondeuse,Vitis vinifera L. subsp. vinifera ,"California, United States",True,MONDEUSE NOIRE,100.0,synonym (MONDEUSE)
DVIT_8107,DVIT 8107,Monukka,Vitis vinifera L. subsp. vinifera ,"California, United States",True,BLACK MONUKKA,100.0,synonym (MONUKKA)
DVIT_8138,DVIT 8138,Red Veltliner,Vitis vinifera L. subsp. vinifera ,"California, United States",True,VELTLINER GRUEN,85.71428571428572,prime name
DVIT_842,DVIT 842,Moscatel Galego,Vitis vinifera L. subsp. vinifera ,Portugal,True,MOSCATEL GALEGO TINTO,100.0,synonym (MOSCATEL GALEGO)
DVIT_90,DVIT 90,Lenoir,Vitis ×bourquiniana W. A. Taylor ,"Kansas, United States",True,OHIO,100.0,synonym (LENOIR)
DVIT_918,DVIT 918,Pinot Vert Dore,Vitis vinifera L. subsp. vinifera ,"California, United States",True,PINOT NOIR,85.71428571428572,synonym (PINOT VERT DORE D'AY)
DVIT_959,DVIT 959,Souzao,Vitis vinifera L. subsp. vinifera ,Portugal,True,DONZELINHO TINTO,100.0,synonym (SOUZAO)
PI_588328,PI 588328,Ill 66,Vitis cinerea (Engelm.) Millardet ,"Illinois, United States",True,,0.0,
PI_588341,PI 588341,Millardet 125-1,Vitis hybr.,France,True,MILLARDET ET GRASSET  101- 14,83.87096774193549,synonym (101-14 MILLARDET)
PI_588387,PI 588387,GVIT 696,Vitis hybr.,Unknown,True,,0.0,
PI_588393,PI 588393,GVIT 702,Vitis acerifolia Raf. ,United States,True,,0.0,
PI_588476,PI 588476,Rem 25-77,Vitis sp.,"New York, United States",True,,0.0,
DVIT_109,DVIT 109,Black Spanish,Vitis hybr.,"Texas, United States",True,BLACK ALICANTE,100.0,synonym (BLACK SPANISH)
DVIT_1149,DVIT 1149,DVIT 1149,Vitis treleasei Munson ex L. H. Bailey ,"California, United States",True,,0.0,
DVIT_1164,DVIT 1164,OLMO (R64-61),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1174,DVIT 1174,OLMO R103 (R64-68),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1186,DVIT 1186,OLMO d14 (d1-68),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1197,DVIT 1197,OLMO d16 (d1-99),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1201,DVIT 1201,OLMO Y75 (Y14-108),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1240,DVIT 1240,OLMO (Q39-50),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1255,DVIT 1255,OLMO R121 (R65-49),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1265,DVIT 1265,DVIT 1265,Vitis rupestris Scheele ,nan,True,,0.0,
DVIT_1273,DVIT 1273,DVIT 1273,Vitis cinerea (Engelm.) Millardet var. helleri (L. H. Bailey) M. O. Moore ,"California, United States",True,,0.0,
DVIT_1280,DVIT 1280,DVIT 1280,Vitis vulpina L. ,"California, United States",True,,0.0,
DVIT_1316,DVIT 1316,Olmo H 24-20,Vitis sp.,"California, United States",True,OLMO H 34- 15,72.0,prime name
DVIT_1359,DVIT 1359,Barrett #30,Vitis vulpina L. ,"California, United States",True,,0.0,
DVIT_1368,DVIT 1368,Barrett #16,Vitis vulpina L. ,"California, United States",True,,0.0,
DVIT_1385,DVIT 1385,DVIT 1385,Vitis flexuosa Thunb. ,nan,True,,0.0,
DVIT_1386,DVIT 1386,(R68-100),Vitis ×champinii Planch. ,nan,True,,0.0,
DVIT_1441,DVIT 1441,Grand Feuille,Vitis riparia Michx. ,"New York, United States",True,SAVAGNIN BLANC,84.61538461538461,synonym (FEUILLE RONDE)
DVIT_1472,DVIT 1472,Olmo Y80 (Y15-36),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1473,DVIT 1473,Olmo Y80 (Y15-43),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1478,DVIT 1478,Olmo Y85 (Y15-65),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1483,DVIT 1483,Olmo R124 (R65-68),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1487,DVIT 1487,Olmo R141 (R66-34),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1492,DVIT 1492,Olmo R131 (R65-111,Vitis hybr.,"California, United States",True,,0.0,
DVIT_1496,DVIT 1496,Olmo R148 (R66-76),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1500,DVIT 1500,Olmo R128 (R65-94),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1501,DVIT 1501,Olmo R137 (R66-22),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1521,DVIT 1521,Olmo Y94 (Y15-101),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1558,DVIT 1558,Olmo R158 (R67-21),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1610,DVIT 1610,(V67-11),Vitis aestivalis Michx. var. aestivalis ,"Illinois, United States",True,,0.0,
DVIT_1719,DVIT 1719,Olmo (U69-50),Vitis shuttleworthii House ,"California, United States",True,,0.0,
DVIT_1721,DVIT 1721,Olmo U69-63,Vitis sp.,"California, United States",True,,0.0,
DVIT_1723,DVIT 1723,Sanrubba,Vitis rotundifolia Michx. ,"California, United States",True,SARBA,76.92307692307692,prime name
DVIT_1901,DVIT 1901,B*45-28 M59,Vitis cinerea (Engelm.) Millardet ,nan,True,,0.0,
DVIT_1913,DVIT 1913,B*47-27 M79,Vitis aestivalis Michx. ,nan,True,,0.0,
DVIT_1927,DVIT 1927,f 10-14 M44,Vitis sp.,Mexico,True,,0.0,
DVIT_1974,DVIT 1974,ILL.204-5,Vitis hybr.,"California, United States",True,,0.0,
DVIT_2029,DVIT 2029,GV 42-22-179,Vitis piasezkii Maxim. var. pagnuccii (Rom. Caill. ex Planch.) Rehder ,"Hubei Sheng, China",True,,0.0,
DVIT_2056,DVIT 2056,Dunstan (Demko),Vitis hybr.,"California, United States",True,,0.0,
DVIT_2084,DVIT 2084,Khalili,Vitis vinifera L. subsp. vinifera ,Afghanistan,True,KHALILI BELYI,100.0,synonym (KHALILI)
DVIT_2175,DVIT 2175,HIMRISNKY,Vitis vinifera L. subsp. vinifera ,nan,True,GRACIANO,100.0,synonym (HIMRISNKY)
DVIT_2310,DVIT 2310,CHASSELAS HS 14-33/4,Vitis vinifera L. subsp. vinifera ,France,True,,0.0,
DVIT_2335,DVIT 2335,PRIMITIVO DE GIOIA #473,Vitis vinifera L. subsp. vinifera ,Italy,True,PRIMITIVO,82.92682926829268,synonym (PRIMITIVO DI GIOIA)
DVIT_2373,DVIT 2373,FLA CA 4-72,Vitis hybr.,"Florida, United States",True,FLORIDA A    4- 23,81.81818181818181,synonym (FLA. A 4-23)
DVIT_2521,DVIT 2521,KM-S-1015 (4X),Vitis hybr.,"California, United States",True,,0.0,
DVIT_2563,DVIT 2563,FLA E12-59,Vitis hybr.,"Florida, United States",True,FLORIDA E   12- 59,78.26086956521739,synonym (FLA. E   12- 59)
DVIT_2586,DVIT 2586,FLA F9-68,Vitis hybr.,"Florida, United States",True,FLORIDA F    9- 68,80.0,synonym (FLA. F 9-68)
DVIT_2678,DVIT 2678,Korente,Vitis vinifera L. subsp. vinifera ,"British Columbia, Canada",True,CAPE CURRANT,100.0,synonym (KORENTE)
DVIT_2715,DVIT 2715,FLA 4-B,Vitis hybr.,"Florida, United States",True,,0.0,
DVIT_2723,DVIT 2723,Verdosa,Vitis hybr.,"Florida, United States",True,GROS VERT BLANC,85.71428571428572,synonym (VERDONA)
DVIT_2733,DVIT 2733,SV4-3-last,Vitis hybr.,"Florida, United States",True,,0.0,
DVIT_2734,DVIT 2734,Alba-Verde,Vitis hybr.,"Florida, United States",True,LAGORTHI,81.81818181818181,synonym (ALBINA VERDE)
DVIT_2818,DVIT 2818,Olmo j3-1,Vitis hybr.,"California, United States",True,,0.0,
DVIT_2831,DVIT 2831,Olmo k6-132,Vitis hybr.,"California, United States",True,,0.0,
DVIT_2840,DVIT 2840,Olmo 16-167,Vitis hybr.,"California, United States",True,,0.0,
DVIT_2853,DVIT 2853,Olmo m6-90,Vitis hybr.,"California, United States",True,,0.0,
DVIT_2870,DVIT 2870,Olmo q9 78-92,Vitis hybr.,"California, United States",True,,0.0,
DVIT_2892,DVIT 2892,Olmo q9-126,Vitis hybr.,"California, United States",True,,0.0,
DVIT_2894,DVIT 2894,Olmo q9-150,Vitis hybr.,"California, United States",True,,0.0,
DVIT_2977,DVIT 2977,15-4-3,Vitis palmata Vahl ,"Louisiana, United States",True,,0.0,
DVIT_3005,DVIT 3005,Humagne,Vitis vinifera L. subsp. vinifera ,"California, United States",True,HUMAGNE BLANCHE,100.0,synonym (HUMAGNE)
DVIT_3092,DVIT 3092,Dunstan DRX-60-40,Vitis hybr.,"North Carolina, United States",True,,0.0,
DVIT_3193,DVIT 3193,Autumn Seedless 4x,Vitis vinifera L. ,"California, United States",True,AUTUMN SEEDLESS,90.9090909090909,prime name
DVIT_3204,DVIT 3204,Ruby Seedless 4x,Vitis vinifera L. ,"Illinois, United States",True,RUBY SEEDLESS,89.65517241379311,prime name
DVIT_3216,DVIT 3216,Chasselas Zulauf,Vitis vinifera L. ,"California, United States",True,CHASSELAS COULARD,78.78787878787878,prime name
DVIT_3218,DVIT 3218,Muscat Pappo,Vitis vinifera L. ,"California, United States",True,MUSCAT OF ALEXANDRIA,78.26086956521739,synonym (PARK MUSCAT)
DVIT_322,DVIT 322,Rosa Minna,Vitis vinifera L. subsp. vinifera ,"Former, Soviet Union",True,MARIA ROSA,80.0,prime name
DVIT_3228,DVIT 3228,Zehnder Z 74-26-1,Vitis hybr.,"South Carolina, United States",True,,0.0,
DVIT_3233,DVIT 3233,Zehnder Z 77-80-1,Vitis hybr.,"South Carolina, United States",True,,0.0,
DVIT_3308,DVIT 3308,M 36-13/9,Vitis hybr.,"South Moravia, Czech Republic",True,,0.0,
DVIT_3447,DVIT 3447,Dunstan DRX61-6,Vitis hybr.,nan,True,AURELIA,72.0,synonym (DUNSTAN 56)
DVIT_3540,DVIT 3540,Zinfandel Heritage Sel. # 65,Vitis vinifera L. ,nan,True,,0.0,
DVIT_3685,DVIT 3685,Oklahoma 211,Vitis sp.,"Oklahoma, United States",True,,0.0,
DVIT_448,DVIT 448,Long Emperor,Vitis vinifera L. subsp. vinifera ,"California, United States",True,EMPEROR,73.6842105263158,prime name
DVIT_517,DVIT 517,Seedless Emperor,Vitis vinifera L. subsp. vinifera ,"California, United States",True,EMPEROR SEEDLESS,100.0,prime name
DVIT_764,DVIT 764,Joao Santarem,Vitis vinifera L. subsp. vinifera ,"California, United States",True,CASTELAO,100.0,synonym (JOAO SANTAREM)
DVIT_792,DVIT 792,La Reinha,Vitis vinifera L. subsp. vinifera ,"California, United States",True,LAMEIRO,77.77777777777779,synonym (MOLARINHA)
DVIT_794,DVIT 794,Leanyka,Vitis vinifera L. subsp. vinifera ,"Wien, Austria",True,FETEASCA ALBA,92.3076923076923,synonym (LEANKA)
DVIT_8029,DVIT 8029,Carignane,Vitis vinifera L. subsp. vinifera ,"California, United States",True,GARNACHA TINTA,100.0,synonym (CARIGNANE)
DVIT_8092,DVIT 8092,L'Arvine,Vitis vinifera L. subsp. vinifera ,"California, United States",True,SILVANER GRUEN,92.3076923076923,synonym (ARVINE)
DVIT_8160,DVIT 8160,Sauvignon Vert,Vitis vinifera L. subsp. vinifera ,"California, United States",True,SAUVIGNON BLANC,100.0,synonym (SAUVIGNON VERT)
DVIT_821,DVIT 821,Mavrodaphne,Vitis vinifera L. subsp. vinifera ,Greece,True,MAVRODAPHNI,100.0,synonym (MAVRODAPHNE)
DVIT_905,DVIT 905,Pinot Pernard,Vitis vinifera L. subsp. vinifera ,"California, United States",True,MALAIN,82.75862068965517,synonym (PINOT DE PERNAND)
DVIT_925,DVIT 925,Prosecco Lungo,Vitis vinifera L. subsp. vinifera ,"Veneto, Italy",True,BELA DINKA,100.0,synonym (PROSECCO LUNGO)
DVIT_994,DVIT 994,Troja,Vitis vinifera L. subsp. vinifera ,"California, United States",True,UVA DI TROIA,100.0,synonym (TROJA)
PI_483190,PI 483190,54-87,Vitis vulpina L. ,"Pennsylvania, United States",True,,0.0,
PI_588345,PI 588345,Quebec,Vitis riparia Michx. ,"Québec, Canada",True,FRUEHER BLAUER WAELSCHER X FARBTRAUBE NR. 4,76.92307692307692,synonym (LUEBECK)
PI_597115,PI 597115,B 18,Vitis vulpina L. ,"Illinois, United States",True,TELEKI   8 B,85.71428571428572,synonym (8 B)
DVIT_1092,DVIT 1092,Damas Rose,Vitis vinifera L. subsp. vinifera ,"California, United States",True,DAMAS GROS,90.0,prime name
DVIT_1135,DVIT 1135,DVIT 1135,Vitis hybr.,"California, United States",True,,0.0,
DVIT_1145,DVIT 1145,Unknown Euvitis cultivar,Vitis rotundifolia Michx. ,"California, United States",True,,0.0,
DVIT_1185,DVIT 1185,OLMO R107 (R64-91),Vitis hybr.,nan,True,,0.0,
DVIT_1204,DVIT 1204,OLMO Y77 (Y15-3),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1260,DVIT 1260,OLMO Q123 (Q40-18),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1371,DVIT 1371,R68-23,Vitis monticola Buckley ,Belgium,True,,0.0,
DVIT_1389,DVIT 1389,DVIT 1389,Vitis girdiana Munson ,nan,True,,0.0,
DVIT_1443,DVIT 1443,Olmo 49175,Vitis riparia Michx. ,"Kansas, United States",True,,0.0,
DVIT_1457,DVIT 1457,Olmo Y79 (Y15-24),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1479,DVIT 1479,Olmo Y86 (Y15-80),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1485,DVIT 1485,Olmo R140 (R66-33),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1491,DVIT 1491,Olmo R127 (R65-83),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1495,DVIT 1495,Olmo R148 (R66-75),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1503,DVIT 1503,Olmo R143 (R66-47),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1514,DVIT 1514,Olmo R144 (R66-56),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1595,DVIT 1595,A. de Serres,Vitis rupestris Scheele ,"California, United States",True,HEUNISCH WEISS,81.4814814814815,synonym (BLANC DE SERRES)
DVIT_1601,DVIT 1601,ILL.133-1,Vitis cinerea (Engelm.) Millardet var. helleri (L. H. Bailey) M. O. Moore ,"California, United States",True,,0.0,
DVIT_1606,DVIT 1606,ILL.882-11,Vitis hybr.,"California, United States",True,,0.0,
DVIT_163,DVIT 163,Xlenta,Vitis hybr.,"Texas, United States",True,,0.0,
DVIT_1680,DVIT 1680,R67-2C,Vitis rupestris Scheele ,"Illinois, United States",True,,0.0,
DVIT_1724,DVIT 1724,1973-04-01 00:00:00,Vitis hybr.,"California, United States",True,,0.0,
DVIT_1817,DVIT 1817,M7:43-44,Vitis aestivalis Michx. ,"Tennessee, United States",True,,0.0,
DVIT_1825,DVIT 1825,M13:19-20,Vitis aestivalis Michx. ,"Tennessee, United States",True,,0.0,
