dvit_id,grin_acc,grin_name,taxonomy,origin,passQC,vivc_match,match_score,match_via
DVIT_2830,DVIT 2830,Olmo k6-124,Vitis hybr.,"California, United States",True,,0.0,
DVIT_3090,DVIT 3090,Dunstan D-347,Vitis hybr.,"North Carolina, United States",True,DUNSTAN 236,75.0,prime name
DVIT_3290,DVIT 3290,M-39 4/63,Vitis hybr.,"Bács-Kiskun, Hungary",True,,0.0,
DVIT_330,DVIT 330,NOIR D'AUTOMNE,Vitis vinifera L. subsp. vinifera ,"Former, Soviet Union",True,OSENNII CHERNYI,96.2962962962963,synonym (NOIR D'AUTOMNE)
DVIT_3513,DVIT 3513,Zinfandel Heritage Sel. # 14,Vitis vinifera L. ,nan,True,,0.0,
DVIT_3515,DVIT 3515,Zinfandel Heritage Sel. # 17,Vitis vinifera L. ,nan,True,,0.0,
DVIT_3653,DVIT 3653,Turkmenistan DK #01,Vitis vinifera L. ,Turkmenistan,True,,0.0,
DVIT_652,DVIT 652,Beclan,Vitis vinifera L. subsp. vinifera ,"California, United States",True,BECLAN PETIT,100.0,synonym (BECLAN)
DVIT_655,DVIT 655,Bermestia Violacea,Vitis vinifera L. subsp. vinifera ,"California, United States",True,BERMESTIA BIANCA,82.35294117647058,prime name
DVIT_790,DVIT 790,Lagrain,Vitis vinifera L. subsp. vinifera ,"California, United States",True,LAGREIN,100.0,synonym (LAGRAIN)
DVIT_8009,DVIT 8009,Asgari,Vitis vinifera L. subsp. vinifera ,"California, United States",True,ESKERI,83.33333333333334,synonym (ASCARI)
DVIT_806,DVIT 806,Unknown cultivar,Vitis vinifera L. subsp. vinifera ,Italy,True,,0.0,
DVIT_8126,DVIT 8126,Petit Bouschet,Vitis vinifera L. subsp. vinifera ,"California, United States",True,BOUSCHET PETIT,100.0,prime name
DVIT_8141,DVIT 8141,Ribier,Vitis vinifera L. subsp. vinifera ,"California, United States",True,RIBIER NOIR,100.0,synonym (RIBIER)
DVIT_8165,DVIT 8165,Souzao,Vitis vinifera L. subsp. vinifera ,"California, United States",True,DONZELINHO TINTO,100.0,synonym (SOUZAO)
DVIT_859,DVIT 859,Muscat Galego,Vitis vinifera L. subsp. vinifera ,Portugal,True,MOSCATEL GALEGO TINTO,85.71428571428572,synonym (MOSCATEL GALEGO)
DVIT_864,DVIT 864,DVIT 864,Vitis vinifera L. subsp. vinifera ,nan,True,,0.0,
PI_588233,PI 588233,Cache 8,Vitis palmata Vahl ,"Illinois, United States",True,,0.0,
DVIT_1230,DVIT 1230,OLMO Q113 (Q39-16),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1327,DVIT 1327,Olmo H 24-21,Vitis sp.,"California, United States",True,OLMO H 34- 15,72.0,prime name
DVIT_1377,DVIT 1377,R67-45,Vitis treleasei Munson ex L. H. Bailey ,"California, United States",True,,0.0,
DVIT_1447,DVIT 1447,(021-43),Vitis aestivalis Michx. ,"Kansas, United States",True,,0.0,
DVIT_1465,DVIT 1465,Olmo Q130 (Q40-69),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1474,DVIT 1474,Olmo Y83 (Y15-47),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1486,DVIT 1486,Olmo R140 (R66-33),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1488,DVIT 1488,Olmo R126 (R65-74),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1525,DVIT 1525,Olmo Y98 (Y15-117),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1556,DVIT 1556,Olmo R156 (R67-11),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1638,DVIT 1638,Barrett #24,Vitis vulpina L. ,"California, United States",True,,0.0,
DVIT_1642,DVIT 1642,RU66-10,Vitis sp.,"California, United States",True,POELOESKE MUSKOTALY,72.72727272727273,synonym (R-10)
DVIT_1643,DVIT 1643,Chasselas Doree Apyrene,Vitis vinifera L. subsp. vinifera ,"California, United States",True,CHASSELAS SANS PEPINS,85.0,synonym (CHASSELAS APYRENE)
DVIT_1648,DVIT 1648,Arnold,Vitis cinerea (Engelm.) Millardet ,"California, United States",True,BRANT,85.71428571428572,synonym (ARNOLD    8)
DVIT_1694,DVIT 1694,Olmo (U66-49),Vitis rotundifolia Michx. ,"Florida, United States",True,,0.0,
DVIT_1712,DVIT 1712,Olmo (U68-57),Vitis aestivalis Michx. var. aestivalis ,"Florida, United States",True,,0.0,
DVIT_1804,DVIT 1804,Olmo 034-29,Vitis vinifera L. subsp. vinifera ,Afghanistan,True,,0.0,
DVIT_1823,DVIT 1823,M13:11-12,Vitis aestivalis Michx. ,"Tennessee, United States",True,,0.0,
DVIT_1880,DVIT 1880,B 42-51 M36,Vitis cinerea (Engelm.) Millardet ,Mexico,True,,0.0,
DVIT_1914,DVIT 1914,B*47-28 M79,Vitis aestivalis Michx. ,nan,True,,0.0,
DVIT_1939,DVIT 1939,f 11-15 M79,Vitis sp.,Mexico,True,,0.0,
DVIT_1948,DVIT 1948,i 8-34 M32,Vitis sp.,Mexico,True,,0.0,
DVIT_2115,DVIT 2115,Frankenthal blanc,Vitis vinifera L. subsp. vinifera ,"California, United States",True,ELBLING WEISS,100.0,synonym (FRANKENTHAL BLANC)
DVIT_2430,DVIT 2430,DVIT 2430,Vitis vinifera L. subsp. vinifera ,nan,True,,0.0,
DVIT_2619,DVIT 2619,Cochran 1,Vitis aestivalis Michx. var. aestivalis ,"Florida, United States",True,,0.0,
DVIT_2822,DVIT 2822,Olmo j20-37,Vitis hybr.,"California, United States",True,OLMO F  2-  7,72.72727272727273,prime name
DVIT_2835,DVIT 2835,Olmo k6-157,Vitis hybr.,"California, United States",True,,0.0,
DVIT_2865,DVIT 2865,Olmo n4-59,Vitis vinifera L. subsp. vinifera ,"California, United States",True,,0.0,
DVIT_298,DVIT 298,Excelsior White,Vitis hybr.,"Oklahoma, United States",True,IOWA EXCELSIOR,75.86206896551724,prime name
DVIT_3039,DVIT 3039,Barrett B93-35-3,Vitis hybr.,"Florida, United States",True,,0.0,
DVIT_3181,DVIT 3181,Sylvaner 749,Vitis vinifera L. ,"California, United States",True,SILVANER GRUEN,80.0,synonym (SYLVANER)
DVIT_332,DVIT 332,STAMBULARI (STAMBUL ALI),Vitis vinifera L. subsp. vinifera ,"Former, Soviet Union",True,,0.0,
DVIT_338,DVIT 338,Alulu,Vitis vinifera L. subsp. vinifera ,"California, United States",True,PARMAK CERVEN,100.0,synonym (ALULU)
DVIT_3478,DVIT 3478,Zehnder Z 86-31-6,Vitis hybr.,nan,True,,0.0,
DVIT_3564,DVIT 3564,Remaily V #57,Vitis hybr.,"New York, United States",True,,0.0,
DVIT_40,DVIT 40,Concord Sport,Vitis labrusca L. ,"Oregon, United States",True,CONCORD MUSCAT,74.07407407407408,prime name
DVIT_857,DVIT 857,Muscat Canelli,Vitis vinifera L. subsp. vinifera ,"California, United States",True,MUSCAT A PETITS GRAINS BLANCS,100.0,synonym (MUSCAT CANELLI)
DVIT_900,DVIT 900,Peverella,Vitis vinifera L. subsp. vinifera ,"California, United States",True,PARELLADA,77.77777777777779,synonym (PERELLADA)
PI_588358,PI 588358,Ill 191-1,Vitis hybr.,"Illinois, United States",True,,0.0,
PI_588459 .B,PI 588459 .b,Texas 2,Vitis acerifolia Raf. ,"Texas, United States",True,,0.0,
PI_588474,PI 588474,NY 66.760.2,Vitis hybr.,"New York, United States",True,,0.0,
PI_588663,PI 588663,Michurinetz,Vitis hybr.,"Minnesota, United States",True,,0.0,
PI_597295,PI 597295,J-167-048,Vitis hybr.,China,True,DAVIS J 17- 48,80.0,synonym (J17-48)
DVIT_1122,DVIT 1122,DVIT 1122,Vitis vinifera L. subsp. vinifera ,nan,True,,0.0,
DVIT_1163,DVIT 1163,OLMO Q99 (Q38-25),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1244,DVIT 1244,OLMO R118 (R65-39),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1275,DVIT 1275,DVIT 1275,Vitis californica Benth. ,"California, United States",True,,0.0,
DVIT_1311,DVIT 1311,NY 33913,Vitis hybr.,"California, United States",True,PORTLAND,80.0,synonym (NY 4393)
DVIT_1366,DVIT 1366,Barrett #47,Vitis cinerea (Engelm.) Millardet ,"California, United States",True,,0.0,
DVIT_1553,DVIT 1553,Olmo Q137 (Q42-38),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1585,DVIT 1585,(V67-12),Vitis aestivalis Michx. var. aestivalis ,"Illinois, United States",True,,0.0,
DVIT_1609,DVIT 1609,(V67-8),Vitis aestivalis Michx. var. aestivalis ,"Illinois, United States",True,,0.0,
DVIT_1632,DVIT 1632,ILL.879-5,Vitis hybr.,"California, United States",True,,0.0,
DVIT_1670,DVIT 1670,Barrett 23 4X,Vitis cinerea (Engelm.) Millardet ,"Illinois, United States",True,,0.0,
DVIT_1679,DVIT 1679,Seibel 14664 4X,Vitis hybr.,"Illinois, United States",True,SEIBEL  1666,76.92307692307692,prime name
DVIT_1707,DVIT 1707,Olmo (U68-13),Vitis rotundifolia Michx. ,"California, United States",True,,0.0,
DVIT_1709,DVIT 1709,Olmo (U68-37),Vitis aestivalis Michx. var. aestivalis ,"Florida, United States",True,,0.0,
DVIT_1864,DVIT 1864,B*40-14 M4,Vitis cinerea (Engelm.) Millardet ,nan,True,,0.0,
DVIT_1883,DVIT 1883,B*43-14 M43,Vitis aestivalis Michx. ,nan,True,,0.0,
DVIT_1905,DVIT 1905,B*45-63 M64,Vitis cinerea (Engelm.) Millardet ,nan,True,,0.0,
DVIT_1910,DVIT 1910,B*46-48 M76,Vitis riparia Michx. ,nan,True,,0.0,
DVIT_1918,DVIT 1918,f 9-45 M4,Vitis sp.,Mexico,True,,0.0,
DVIT_1938,DVIT 1938,f 11-8 M79,Vitis sp.,Mexico,True,,0.0,
DVIT_1956,DVIT 1956,i 9-62 M51,Vitis sp.,Mexico,True,,0.0,
DVIT_196,DVIT 196,DVIT 196,Vitis hybr.,nan,True,,0.0,
DVIT_197,DVIT 197,DVIT 197,Vitis hybr.,nan,True,,0.0,
DVIT_2080,DVIT 2080,DVIT 2080,Vitis vinifera L. subsp. vinifera ,nan,True,,0.0,
DVIT_2111,DVIT 2111,Black Muscat Alexandria,Vitis vinifera L. subsp. vinifera ,"California, United States",True,MUSCAT OF ALEXANDRIA RED,93.87755102040816,synonym (BLACK MUSCAT OF ALEXANDRIA)
DVIT_212,DVIT 212,DVIT 212,Vitis hybr.,nan,True,,0.0,
DVIT_2172,DVIT 2172,Fresno 35-33,Vitis vinifera L. subsp. vinifera ,"California, United States",True,FRESNO   58-  93,80.0,prime name
DVIT_2367,DVIT 2367,2048-03-01 00:00:00,Vitis ×champinii Planch. ,United States,True,,0.0,
DVIT_2368,DVIT 2368,FLA A1-32,Vitis hybr.,"Florida, United States",True,,0.0,
DVIT_2508,DVIT 2508,Ishkin,Vitis vinifera L. subsp. vinifera ,"Oregon, United States",True,ISHCHAKI,83.33333333333334,synonym (ISHAKI)
DVIT_2620,DVIT 2620,Cochran 3,Vitis aestivalis Michx. var. aestivalis ,"Florida, United States",True,,0.0,
DVIT_266,DVIT 266,Seibel 11803,Vitis hybr.,France,True,SEIBEL   110,90.9090909090909,prime name
DVIT_2922,DVIT 2922,Oddball,Vitis vinifera L. subsp. vinifera ,"California, United States",True,,0.0,
DVIT_3059,DVIT 3059,Barrett B97-1-1,Vitis hybr.,"Florida, United States",True,,0.0,
DVIT_3407,DVIT 3407,TX2006-28-1,Vitis hybr.,"New York, United States",True,,0.0,
DVIT_637,DVIT 637,Aromatico,Vitis vinifera L. subsp. vinifera ,"California, United States",True,AROMATICA,88.88888888888889,prime name
DVIT_661,DVIT 661,Blauer Spatburgunder,Vitis vinifera L. subsp. vinifera ,Germany,True,PINOT NOIR,97.5609756097561,synonym (BLAUER SPAETBURGUNDER)
DVIT_793,DVIT 793,Late Blue Burgundy,Vitis vinifera L. subsp. vinifera ,nan,True,PINOT NOIR,76.47058823529412,synonym (BLAUER BURGUNDER)
DVIT_8058,DVIT 8058,Erbaluce,Vitis vinifera L. subsp. vinifera ,"California, United States",True,ERBALUCE BIANCA,100.0,synonym (ERBALUCE)
DVIT_838,DVIT 838,Trousseau,Vitis vinifera L. subsp. vinifera ,"California, United States",True,TROUSSEAU NOIR,100.0,synonym (TROUSSEAU)
DVIT_841,DVIT 841,Unknown cultivar,Vitis vinifera L. subsp. vinifera ,Portugal,True,,0.0,
DVIT_853,DVIT 853,Mueller-Thurgau,Vitis vinifera L. subsp. vinifera ,Germany,True,MUELLER THURGAU WEISS,100.0,synonym (MUELLER-THURGAU)
PI_188597,PI 188597,Totmur (Baco 2-16),Vitis hybr.,France,True,,0.0,
PI_588160,PI 588160,Rup. 38,Vitis rupestris Scheele ,"Texas, United States",True,,0.0,
PI_588458,PI 588458,GVIT 827,Vitis acerifolia Raf. ,"Oklahoma, United States",True,,0.0,
DVIT_1292,DVIT 1292,DVIT 1292,Vitis vulpina L. ,"California, United States",True,,0.0,
DVIT_1328,DVIT 1328,NY 33873,Vitis hybr.,"California, United States",True,CAYUGA WHITE,75.0,synonym (NY 33403)
DVIT_1364,DVIT 1364,Barrett #24,Vitis cinerea (Engelm.) Millardet ,"California, United States",True,,0.0,
DVIT_1380,DVIT 1380,DVIT 1380,Vitis girdiana Munson ,nan,True,,0.0,
DVIT_1395,DVIT 1395,N71:2,Vitis aestivalis Michx. var. linsecomii (Buckley) L. H. Bailey ,"California, United States",True,,0.0,
DVIT_1415,DVIT 1415,Palmata,Vitis sp.,"California, United States",True,EZEREVES MAGYARORSZAG EMLEKE,85.71428571428572,synonym (PAMATKA)
DVIT_1490,DVIT 1490,Olmo R127 (R65-82),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1499,DVIT 1499,Olmo R128 (R65-89),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1518,DVIT 1518,Olmo Y93 (Y15-95),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1519,DVIT 1519,Olmo Y93 (Y15-97),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1536,DVIT 1536,OLMO (Q36-170),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1588,DVIT 1588,(CH3-48),Vitis ×champinii Planch. ,"California, United States",True,,0.0,
DVIT_1647,DVIT 1647,RU66-8,Vitis sp.,"California, United States",True,,0.0,
DVIT_1792,DVIT 1792,Arkansas 51,Vitis rotundifolia Michx. ,"California, United States",True,CYNTHIANA,84.21052631578947,synonym (ARKANSAS)
DVIT_1815,DVIT 1815,DVIT 1815,Vitis jacquemontii R. Parker ,Afghanistan,True,,0.0,
DVIT_1902,DVIT 1902,B*45-35 M59,Vitis cinerea (Engelm.) Millardet ,nan,True,,0.0,
DVIT_1930,DVIT 1930,f 10-41 M45,Vitis sp.,Mexico,True,,0.0,
DVIT_1978,DVIT 1978,2026-05-15 00:00:00,Vitis vinifera L. subsp. vinifera ,"California, United States",True,,0.0,
DVIT_2028,DVIT 2028,GV 42-22-178,Vitis piasezkii Maxim. var. pagnuccii (Rom. Caill. ex Planch.) Rehder ,"Hubei Sheng, China",True,,0.0,
DVIT_2160,DVIT 2160,Mrs. Prince's Black Muscat,Vitis vinifera L. subsp. vinifera ,"California, United States",True,PINCE'S BLACK,96.0,synonym (MRS. PINCE'S BLACK MUSCAT)
DVIT_2475,DVIT 2475,Wine Tree,Vitis hybr.,"Florida, United States",True,TNDJRI,73.6842105263158,synonym (WINE GRAPE)
DVIT_2549,DVIT 2549,A-166-014,Vitis sp.,"California, United States",True,,0.0,
DVIT_2574,DVIT 2574,FLA DB3-54,Vitis hybr.,"Florida, United States",True,,0.0,
DVIT_2742,DVIT 2742,T3 C17,Vitis hybr.,"Florida, United States",True,,0.0,
DVIT_2979,DVIT 2979,15-7-5,Vitis palmata Vahl ,"Louisiana, United States",True,,0.0,
DVIT_2983,DVIT 2983,15-1-9,Vitis palmata Vahl ,"Louisiana, United States",True,,0.0,
DVIT_31,DVIT 31,Chataqua,Vitis labrusca L. ,"New York, United States",True,CHAUTAUQUA,100.0,synonym (CHATAQUA)
DVIT_408,DVIT 408,DVIT 408,Vitis vinifera L. ,Belgium,True,,0.0,
DVIT_539,DVIT 539,Tschilaci,Vitis vinifera L. subsp. vinifera ,nan,True,KANDAHARI SIAH,100.0,synonym (TSCHILACI)
DVIT_773,DVIT 773,Kara Lakana,Vitis vinifera L. subsp. vinifera ,"California, United States",True,LAHANA KARA,100.0,synonym (KARA LAKANA)
PI_483175,PI 483175,Rem 85-76,Vitis riparia Michx. ,"New Hampshire, United States",True,,0.0,
PI_588189,PI 588189,Rem 64-68-4,Vitis hybr.,"New York, United States",True,,0.0,
PI_588394,PI 588394,GVIT 703,Vitis hybr.,"California, United States",True,,0.0,
PI_588422,PI 588422,GVIT 743,Vitis sp.,China,True,,0.0,
DVIT_1041,DVIT 1041,DVIT 1041,Vitis vinifera L. subsp. vinifera ,nan,True,,0.0,
DVIT_1148,DVIT 1148,DVIT 1148,Vitis sp.,"California, United States",True,,0.0,
DVIT_1515,DVIT 1515,Olmo R144 (R66-57),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1527,DVIT 1527,Olmo Y99 (Y16-4),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1589,DVIT 1589,194-1,Vitis cinerea (Engelm.) Millardet ,"California, United States",True,LUCIE KUHLMANN,72.72727272727273,synonym (149-31)
DVIT_1675,DVIT 1675,SO-4 4X,Vitis hybr.,"Illinois, United States",True,SELEKTION OPPENHEIM 4,72.72727272727273,synonym (SO 4)
DVIT_1701,DVIT 1701,Olmo (U67-40),Vitis aestivalis Michx. var. aestivalis ,"Florida, United States",True,,0.0,
DVIT_1785,DVIT 1785,Arkansas 16,Vitis rotundifolia Michx. ,"California, United States",True,RELIANCE,91.66666666666666,synonym (ARKANSAS 1163)
DVIT_1912,DVIT 1912,B*47-6 M78,Vitis riparia Michx. ,nan,True,,0.0,
DVIT_1945,DVIT 1945,i 7-47 M23,Vitis sp.,Mexico,True,,0.0,
DVIT_2158,DVIT 2158,Chasselas Rose Royal,Vitis vinifera L. subsp. vinifera ,"California, United States",True,CHASSELAS ROSE,100.0,synonym (CHASSELAS ROSE ROYAL)
DVIT_2389,DVIT 2389,Muscat Caillaba,Vitis vinifera L. subsp. vinifera ,"California, United States",True,MUSCAT A PETITS GRAINS NOIRS,100.0,synonym (MUSCAT CAILLABA)
DVIT_2397,DVIT 2397,FLA AA12-3,Vitis hybr.,United States,True,SOUTHERN HOME,72.72727272727273,synonym (FLA. AA 12-3)
DVIT_2895,DVIT 2895,Olmo q10-6,Vitis hybr.,"California, United States",True,,0.0,
DVIT_2982,DVIT 2982,15-11-8,Vitis riparia Michx. ,"Louisiana, United States",True,,0.0,
DVIT_3514,DVIT 3514,Zinfandel Heritage Sel. # 15,Vitis vinifera L. ,nan,True,,0.0,
DVIT_808,DVIT 808,Carignane,Vitis vinifera L. subsp. vinifera ,Italy,True,GARNACHA TINTA,100.0,synonym (CARIGNANE)
DVIT_827,DVIT 827,Meslier St. Francois,Vitis vinifera L. subsp. vinifera ,"California, United States",True,MESLIER SAINT FRANCOIS,90.47619047619048,prime name
DVIT_848,DVIT 848,Carignane,Vitis vinifera L. subsp. vinifera ,"California, United States",True,GARNACHA TINTA,100.0,synonym (CARIGNANE)
GVIT_1656,GVIT 1656,E.S. 4-22-60,Vitis hybr.,"Wisconsin, United States",True,,0.0,
PI_495622 .F,PI 495622 .f,25,Vitis riparia Michx. ,"Nebraska, United States",True,,0.0,
PI_588425,PI 588425,Morio Muscat,Vitis vinifera L. subsp. vinifera ,"Oregon, United States",True,MORIO MUSKAT,100.0,synonym (MORIO MUSCAT)
DVIT_1272,DVIT 1272,DVIT 1272,Vitis riparia Michx. ,nan,True,,0.0,
DVIT_1391,DVIT 1391,N68:1-2,Vitis labrusca L. ,"California, United States",True,,0.0,
DVIT_1459,DVIT 1459,Olmo Y79 (Y15-23),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1481,DVIT 1481,Olmo Y90 (Y15-89),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1494,DVIT 1494,Olmo R136 (R66-17),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1555,DVIT 1555,Olmo R156 (R67-10),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1612,DVIT 1612,Barrett 54,Vitis cinerea (Engelm.) Millardet ,"California, United States",True,,0.0,
DVIT_1676,DVIT 1676,333 EM 4X (FOEX 4X),Vitis sp.,"Illinois, United States",True,,0.0,
DVIT_1697,DVIT 1697,Olmo (U67-12),Vitis rotundifolia Michx. var. munsoniana (J. H. Simpson ex Planch.) M. O. Moore ,"Florida, United States",True,,0.0,
DVIT_1826,DVIT 1826,M13:23-24,Vitis aestivalis Michx. ,"Tennessee, United States",True,,0.0,
DVIT_1877,DVIT 1877,B*42-24 C96,Vitis sp.,"California, United States",True,,0.0,
DVIT_1897,DVIT 1897,B*45-2 M57,Vitis aestivalis Michx. ,nan,True,,0.0,
DVIT_1932,DVIT 1932,f 10-76 M46,Vitis sp.,Mexico,True,,0.0,
DVIT_1935,DVIT 1935,f 10-108 M76,Vitis sp.,Mexico,True,,0.0,
DVIT_1959,DVIT 1959,i 10-33 M55,Vitis sp.,Mexico,True,,0.0,
DVIT_2579,DVIT 2579,Foxxie Lottie,Vitis hybr.,"Florida, United States",True,,0.0,
DVIT_2580,DVIT 2580,Big Brown F560,Vitis hybr.,"Florida, United States",True,,0.0,
DVIT_2792,DVIT 2792,Olmo k2-112,Vitis hybr.,"California, United States",True,,0.0,
DVIT_2861,DVIT 2861,Olmo n3-171,Vitis hybr.,"California, United States",True,,0.0,
DVIT_3025,DVIT 3025,9-3-7/5237-1,Vitis acerifolia Raf. ,"Oklahoma, United States",True,,0.0,
DVIT_3492,DVIT 3492,Zehnder Z 01-15-3,Vitis hybr.,nan,True,,0.0,
DVIT_505,DVIT 505,Rodites,Vitis vinifera L. subsp. vinifera ,"California, United States",True,AGOUMASTOS KOKKINO,80.0,synonym (RODIARES)
DVIT_8066,DVIT 8066,Flame Tokay,Vitis vinifera L. subsp. vinifera ,"California, United States",True,AHMEUR BOU AHMEUR,100.0,synonym (FLAME TOKAY)
PI_588075,PI 588075,Chambourcin (Johannes Seyve 26-205),Vitis hybr.,France,True,,0.0,
PI_588589 .A,PI 588589 .a,694,Vitis vulpina L. ,"Illinois, United States",True,,0.0,
PI_588707,PI 588707,Early Wonder,Vitis hybr.,Norway,True,FIOLETOVYI RANNII,100.0,synonym (EARLY WONDER)
DVIT_1308,DVIT 1308,Seedless Tokay,Vitis vinifera L. subsp. vinifera ,"California, United States",True,FURMINT,72.72727272727273,synonym (EDELWEISSER TOKAYER)
DVIT_1419,DVIT 1419,Ganzin,Vitis rupestris Scheele ,"California, United States",True,GANZIN   1,85.71428571428572,prime name
DVIT_1508,DVIT 1508,Olmo R129 (R65-100),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1516,DVIT 1516,Olmo R150 (R66-97),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1594,DVIT 1594,7623,Vitis monticola Buckley ,"California, United States",True,,0.0,
DVIT_1750,DVIT 1750,Male,Vitis rotundifolia Michx. ,"California, United States",True,MALPE,88.88888888888889,prime name
DVIT_1934,DVIT 1934,f 10-105 M76,Vitis sp.,Mexico,True,,0.0,
DVIT_1936,DVIT 1936,f 10-132 M78,Vitis sp.,Mexico,True,,0.0,
DVIT_1940,DVIT 1940,f 11-18 M79,Vitis sp.,Mexico,True,,0.0,
DVIT_1947,DVIT 1947,i 8-13 M31,Vitis sp.,Mexico,True,,0.0,
DVIT_1963,DVIT 1963,i 10-60 M60,Vitis sp.,"California, United States",True,,0.0,
DVIT_2077,DVIT 2077,Klusaine Red,Vitis vinifera L. subsp. vinifera ,"Former, Soviet Union",True,KHUSAINE KRASNYI,91.66666666666666,synonym (KHUSAINE RED)
DVIT_2388,DVIT 2388,Leon Millot (Kuhlman 194),Vitis hybr.,France,True,,0.0,
DVIT_2743,DVIT 2743,Bacchus,Vitis vinifera L. subsp. vinifera ,"British Columbia, Canada",True,CLINTON,100.0,synonym (BACCHUS)
DVIT_2881,DVIT 2881,Olmo q9-28,Vitis hybr.,"California, United States",True,,0.0,
DVIT_3167,DVIT 3167,Jubileum,Vitis vinifera L. ,"California, United States",True,JUBILE,85.71428571428572,prime name
DVIT_587,DVIT 587,DVIT 587,Vitis vinifera L. subsp. vinifera ,nan,True,,0.0,
PI_588492,PI 588492,Ill 928-1,Vitis hybr.,"Illinois, United States",True,,0.0,
PI_588619,PI 588619,Kee-wah-din,Vitis hybr.,"Ohio, United States",True,,0.0,
DVIT_1242,DVIT 1242,OLMO Q120 (Q39-60),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1369,DVIT 1369,R68-17,Vitis monticola Buckley ,"California, United States",True,RUBY SEEDLESS,72.72727272727273,synonym (18-17)
DVIT_1917,DVIT 1917,f 9-43 M4,Vitis sp.,Mexico,True,,0.0,
DVIT_1937,DVIT 1937,f 10-138 M78,Vitis sp.,Mexico,True,,0.0,
DVIT_2026,DVIT 2026,GV 42-22-125,Vitis piasezkii Maxim. var. pagnuccii (Rom. Caill. ex Planch.) Rehder ,"Hubei Sheng, China",True,,0.0,
DVIT_2135,DVIT 2135,Couderc 272-60,Vitis hybr.,"New York, United States",True,COUDERC  7201,84.61538461538461,prime name
DVIT_2162,DVIT 2162,Syrian,Vitis vinifera L. subsp. vinifera ,"California, United States",True,NEHELESCOL,100.0,synonym (SYRIAN)
DVIT_2548,DVIT 2548,A-166-006,Vitis sp.,United States,True,,0.0,
DVIT_2559,DVIT 2559,I-167-048,Vitis sp.,"California, United States",True,,0.0,
DVIT_2874,DVIT 2874,Olmo b54-47,Vitis hybr.,"California, United States",True,,0.0,
DVIT_373,DVIT 373,Chasselas Dore,Vitis vinifera L. subsp. vinifera ,"California, United States",True,CHASSELAS COULARD,100.0,synonym (CHASSELAS DORE)
DVIT_603,DVIT 603,DVIT 603,Vitis vinifera L. subsp. vinifera ,nan,True,,0.0,
DVIT_869,DVIT 869,Nebbiolo Fino,Vitis vinifera L. subsp. vinifera ,"California, United States",True,NEBBIOLO DU PIEMONT,100.0,synonym (NEBBIOLO FINO)
PI_483181,PI 483181,Rem NE 22,Vitis riparia Michx. ,"Massachusetts, United States",True,,0.0,
PI_588463,PI 588463,Himrod 4X,Vitis hybr.,United States,True,HIMROD,80.0,prime name
DVIT_1278,DVIT 1278,DVIT 1278,Vitis vulpina L. ,"California, United States",True,,0.0,
DVIT_1696,DVIT 1696,Olmo (U67-2),Vitis rotundifolia Michx. var. munsoniana (J. H. Simpson ex Planch.) M. O. Moore ,"Florida, United States",True,,0.0,
DVIT_1866,DVIT 1866,B*40-34 M5,Vitis cinerea (Engelm.) Millardet ,nan,True,,0.0,
DVIT_1964,DVIT 1964,i 11-2 M60,Vitis sp.,Mexico,True,,0.0,
DVIT_2359,DVIT 2359,Fennels 3-way Hybrid,Vitis hybr.,"South Carolina, United States",True,,0.0,
DVIT_2396,DVIT 2396,FLA DB6-4,Vitis hybr.,United States,True,,0.0,
DVIT_2752,DVIT 2752,Olmo 34F,Vitis vinifera L. subsp. vinifera ,"California, United States",True,,0.0,
DVIT_2850,DVIT 2850,Olmo m6-78,Vitis hybr.,"California, United States",True,,0.0,
DVIT_2852,DVIT 2852,Olmo m6-86,Vitis hybr.,"California, United States",True,,0.0,
DVIT_898,DVIT 898,Petite Verdot,Vitis vinifera L. subsp. vinifera ,"California, United States",True,PINOT NOIR,91.66666666666666,synonym (PETIT VEROT)
PI_181646,PI 181646,273/49,Vitis hybr.,France,True,,0.0,
PI_588475,PI 588475,NY 66.773.1,Vitis hybr.,"New York, United States",True,,0.0,
