GRIN_accessionID,GRIN_ACCESSION,GRIN_PLANT_NAME,GRIN_TAXONOMY,GRIN_GENEBANK,GRIN_ORIGIN,GRIN_DbID,passQC,missingness_rate,Vv_ancestry_pct,NA1_ancestry_pct,NA2_ancestry_pct,Mus_ancestry_pct,EA_ancestry_pct,vivc_prime_name,vivc_number,vivc_country_origin,vivc_species,vivc_color,vivc_parent1,vivc_parent2,vivc_pedigree_confirmed,match_methods,n_confirming_methods,origin_crossval,species_crossval,ambiguous_flag
DVIT_2584,DVIT 2584,Stover,Vitis hybr.,DAV,"Florida, United States",1564286.0,True,0.31,44.5,19.5,35.5,0.0,0.5,STOVER,12016,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,BLANC,MANTEY,ROUCANEUF,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_2582,DVIT 2582,Conquistador,Vitis hybr.,DAV,"Florida, United States",1564285.0,True,0.22,21.1,0.5,78.4,0.0,0.0,CONQUISTADOR,2814,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,FLORIDA E 12- 59,FLORIDA E 11- 40,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_258,DVIT 258,Seibel 6968,Vitis hybr.,DAV,"Kansas, United States",1004814.0,True,0.28,74.0,21.2,4.2,0.0,0.7,SEIBEL 6968,11202,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_2577,DVIT 2577,Farrer,Vitis hybr.,DAV,"Florida, United States",1565323.0,True,0.45,8.9,49.6,41.4,0.2,0.0,FARRER,16880,UNITED STATES OF AMERICA,MUSCADINIA ROTUNDIFOLIA MICHAUX VAR. ROTUNDIFOLIA,NOIR,SUGARGATE,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_2573,DVIT 2573,Munson's Extra,Vitis hybr.,DAV,"Florida, United States",1565320.0,True,0.28,34.9,2.1,62.9,0.1,0.0,MUNSON'S EXTRA,16893,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,,BIG BERRY,TRIUMPH,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_2565,DVIT 2565,Rogers 638,Vitis shuttleworthii House ,DAV,"Florida, United States",1565317.0,True,0.23,0.0,0.4,99.6,0.0,0.0,ROGERS 638,16896,UNITED STATES OF AMERICA,VITIS SHUTTLEWORTHII HOUSE,,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_2652,DVIT 2652,Rondinella,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1564642.0,True,0.2,100.0,0.0,0.0,0.0,0.0,RONDINELLA,10189,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_2654,DVIT 2654,Sultana Crimson,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1564644.0,True,0.18,100.0,0.0,0.0,0.0,0.0,SULTANA CHRIMSON,15622,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,,,,M5_fuzzy(r=0.968),1,,OK,False
DVIT_2700,DVIT 2700,Pirobella,Vitis hybr.,DAV,"British Columbia, Canada",1564717.0,True,0.13,74.9,0.1,25.0,0.0,0.0,PIROBELLA,9305,SOUTH AFRICA,VITIS INTERSPECIFIC CROSSING,NOIR,PIROVANO 15,ISABELLA,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_270,DVIT 270,Seibel 14654,Vitis hybr.,DAV,"Kansas, United States",1004912.0,True,0.28,72.3,19.0,7.8,0.1,0.9,SEIBEL 14654,11434,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_27,DVIT 27,Captain,Vitis hybr.,DAV,"Texas, United States",1000966.0,True,0.24,20.3,21.8,57.8,0.1,0.0,CAPTAIN,2077,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,AMERICA,R.W. MUNSON,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_2697,DVIT 2697,Probella,Vitis sp.,DAV,"Arkansas, United States",1565329.0,True,0.14,75.2,0.0,24.8,0.0,0.0,PIROBELLA,9305,SOUTH AFRICA,VITIS INTERSPECIFIC CROSSING,NOIR,PIROVANO 15,ISABELLA,,M5_fuzzy(r=0.941),1,MISMATCH,OK,False
DVIT_2689,DVIT 2689,Wittberger,Vitis vinifera L. subsp. vinifera ,DAV,"British Columbia, Canada",1564685.0,True,0.19,100.0,0.0,0.0,0.0,0.0,WITBERGER,13258,GERMANY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,SCHIAVA GROSSA,RIESLING WEISS,view,M5_fuzzy(r=0.947),1,MISMATCH,OK,False
DVIT_2696,DVIT 2696,Bien Donnie,Vitis vinifera L. subsp. vinifera ,DAV,"Arkansas, United States",1564692.0,True,0.23,100.0,0.0,0.0,0.0,0.0,BIEN DONNE,1346,SOUTH AFRICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,OHANES,KOENIGIN DER WEINGAERTEN,view,M5_fuzzy(r=0.952),1,MISMATCH,OK,False
DVIT_2695,DVIT 2695,Aurelia,Vitis hybr.,DAV,"Arkansas, United States",1564691.0,True,0.17,79.2,18.7,1.7,0.0,0.4,AURELIA,780,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,BLANC,CHAOUCH BLANC,VILLARD BLANC,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_2694,DVIT 2694,Gravesac,Vitis hybr.,DAV,"British Columbia, Canada",1564690.0,True,0.22,0.0,85.1,14.9,0.0,0.0,GRAVESAC,9315,FRANCE,VITIS INTERSPECIFIC CROSSING,,COUDERC 161- 49,COUDERC 3309,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_2693,DVIT 2693,Brant,Vitis hybr.,DAV,"British Columbia, Canada",1564689.0,True,0.15,36.0,44.7,19.3,0.0,0.0,BRANT,1656,CANADA,VITIS INTERSPECIFIC CROSSING,NOIR,CLINTON,BLACK ALICANTE,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
DVIT_269,DVIT 269,Seibel 14639,Vitis hybr.,DAV,"Kansas, United States",1004910.0,True,0.27,68.6,25.9,4.2,0.0,1.3,SEIBEL 14639,11433,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_2705,DVIT 2705,Dornfelder,Vitis vinifera L. subsp. vinifera ,DAV,"British Columbia, Canada",1564721.0,True,0.15,100.0,0.0,0.0,0.0,0.0,DORNFELDER,3659,GERMANY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,HELFENSTEINER,HEROLDREBE,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_2730,DVIT 2730,Chamo,Vitis vinifera L. subsp. vinifera ,DAV,"New York, United States",1564749.0,True,0.17,97.6,0.0,0.0,0.0,2.4,CHAMO,27176,PAKISTAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_273,DVIT 273,SEYVE VILLARD 10-271,Vitis hybr.,,,1004938.0,True,0.27,48.2,32.9,19.0,0.0,0.0,SEYVE VILLARD 10- 271,11568,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,SEIBEL 5124,RAYON D'OR,,M3_umlaut|M4_hybrid_spacing,2,,OK,False
DVIT_2726,DVIT 2726,Seminole,Vitis hybr.,DAV,"Florida, United States",1564742.0,True,0.26,9.9,0.5,89.7,0.0,0.0,SEMINOLE,15248,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,,SHUTTLEWORTHII X RUFOTOMENTOSA,CANDICANS X ROMMEL,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_2724,DVIT 2724,Osceola,Vitis hybr.,DAV,"Florida, United States",1564740.0,True,0.26,16.1,5.0,78.7,0.1,0.0,OSCEOLA,8817,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,BLANC,STANDARD,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_2720,DVIT 2720,Triumphant,Vitis aestivalis Michx. var. aestivalis ,DAV,"Florida, United States",1564736.0,True,0.25,27.5,0.2,71.9,0.0,0.3,TRIUMPHANT,16900,UNITED STATES OF AMERICA,VITIS SIMPSONII MUNSON,,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_272,DVIT 272,Seibel 14709,Vitis hybr.,DAV,"Kansas, United States",1004926.0,True,0.29,66.6,28.3,4.4,0.2,0.5,SEIBEL 14709,11440,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_2719,DVIT 2719,Marsh,Vitis rotundifolia Michx. var. munsoniana (J. H. Simpson ex Planch.) M. O. Moore ,DAV,"Florida, United States",1564735.0,True,0.4,0.1,0.1,0.0,99.9,0.0,MARSH,15975,,MUSCADINIA ROTUNDIFOLIA SIMPSON VAR. MUNSONIANA,,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,,OK,False
DVIT_2710,DVIT 2710,Orlando Seedless,Vitis hybr.,DAV,"Florida, United States",1564726.0,True,0.25,69.6,0.0,30.4,0.0,0.0,ORLANDO SEEDLESS,8804,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,BLANC,FLORIDA D 4-176,FLORIDA F 9- 68,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_2688,DVIT 2688,Tchilar,Vitis sp.,DAV,"British Columbia, Canada",1565328.0,True,0.15,100.0,0.0,0.0,0.0,0.0,CHILAR,2558,ARMENIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,HADISI,KAPUYT HORHOR,view,M5_fuzzy(r=0.923),1,MISMATCH,MISMATCH,True
DVIT_2673,DVIT 2673,Gocseji Zamatos,Vitis sp.,DAV,"British Columbia, Canada",1565307.0,True,0.33,0.9,0.0,0.2,98.9,0.0,GOECSEJI ZAMATOS,4843,HUNGARY,VITIS INTERSPECIFIC CROSSING,BLANC,SEYVE VILLARD 12- 286,MEDOC NOIR,view,M5_fuzzy(r=0.968),1,MISMATCH,OK,False
DVIT_2672,DVIT 2672,Ezerfuertu,Vitis vinifera L. subsp. vinifera ,DAV,"British Columbia, Canada",1564678.0,True,0.2,100.0,0.0,0.0,0.0,0.0,EZERFUERTUE,4026,HUNGARY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,HARSLEVELUE,GEWUERZTRAMINER,,M5_fuzzy(r=0.952),1,MISMATCH,OK,False
DVIT_2671,DVIT 2671,Erlihane,Vitis vinifera L. subsp. vinifera ,DAV,"British Columbia, Canada",1564677.0,True,0.29,97.8,0.0,2.2,0.0,0.0,ERLIHANE,3943,SOUTH AFRICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,MUSCAT OF ALEXANDRIA X KOENIGIN DER WEINGAERTEN,MUSCAT OF ALEXANDRIA,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_2670,DVIT 2670,Doral,Vitis sp.,DAV,"British Columbia, Canada",1565306.0,True,0.16,100.0,0.0,0.0,0.0,0.0,DORAL,16869,SWITZERLAND,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,CHASSELAS,CHARDONNAY,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,MISMATCH,True
DVIT_267,DVIT 267,Seibel 14483,Vitis hybr.,DAV,"Kansas, United States",1004894.0,True,0.23,0.0,100.0,0.0,0.0,0.0,SEIBEL 14483,11426,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_2669,DVIT 2669,Dan Ben Hanna,Vitis vinifera L. subsp. vinifera ,DAV,"British Columbia, Canada",1564676.0,True,0.21,99.9,0.0,0.1,0.0,0.0,DAN BEN HANNAH,3411,ISRAEL,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,MIKVEH 17,ALPHONSE LAVALLEE,view,M5_fuzzy(r=0.963),1,MISMATCH,OK,False
DVIT_2668,DVIT 2668,Charmont,Vitis sp.,DAV,"British Columbia, Canada",1565305.0,True,0.07,100.0,0.0,0.0,0.0,0.0,CHARMONT,15832,SWITZERLAND,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,CHASSELAS,CHARDONNAY,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,MISMATCH,True
DVIT_2666,DVIT 2666,Arnsburger,Vitis vinifera L. subsp. vinifera ,DAV,"British Columbia, Canada",1564674.0,True,0.53,87.2,5.4,1.8,5.6,0.0,ARNSBURGER,630,GERMANY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,MUELLER THURGAU WEISS,CHASSELAS BLANC,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_2663,DVIT 2663,Victoria's Choice,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1564672.0,True,0.22,100.0,0.0,0.0,0.0,0.0,VICTORIA'S CHOICE,13034,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,,OK,False
DVIT_2656,DVIT 2656,Taminga,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1564645.0,True,0.2,100.0,0.0,0.0,0.0,0.0,TAMINGA,12245,AUSTRALIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,MERBEIN 29-56,GEWUERZTRAMINER,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_2675,DVIT 2675,Gyongyrizling,Vitis vinifera L. subsp. vinifera ,DAV,"British Columbia, Canada",1564679.0,True,0.14,100.0,0.0,0.0,0.0,0.0,GYOENGYRIZLING,5909,HUNGARY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,RIESLING WEISS,CSABA GYOENGYE,,M5_fuzzy(r=0.963),1,MISMATCH,OK,False
DVIT_2682,DVIT 2682,Merlot,Vitis vinifera L. subsp. vinifera ,DAV,"British Columbia, Canada",1564682.0,True,0.52,83.9,9.4,0.5,5.7,0.4,MERLOT NOIR,7657,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,MAGDELEINE NOIRE DES CHARENTES,CABERNET FRANC,view,M2_alias,1,MISMATCH,OK,False
DVIT_2681,DVIT 2681,Kozma Pal Muskotaly,Vitis sp.,DAV,"British Columbia, Canada",1565312.0,True,0.19,100.0,0.0,0.0,0.0,0.0,KOZMA PALNE MUSKOTALY,15732,HUNGARY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,ITALIA,IRSAI OLIVER,,M5_fuzzy(r=0.950),1,MISMATCH,MISMATCH,True
DVIT_2677,DVIT 2677,Itchkimar,Vitis vinifera L. subsp. vinifera ,DAV,"British Columbia, Canada",1565309.0,True,0.26,100.0,0.0,0.0,0.0,0.0,ICHKIMAR,5477,UZBEKISTAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,,,,M5_fuzzy(r=0.941),1,MISMATCH,OK,False
DVIT_2676,DVIT 2676,Heroldrebe,Vitis vinifera L. subsp. vinifera ,DAV,"British Columbia, Canada",1564680.0,True,0.25,100.0,0.0,0.0,0.0,0.0,HEROLDREBE,5365,GERMANY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,PORTUGIESER BLAU,BLAUFRAENKISCH,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_2306,DVIT 2306,BAHARAT EARLY,Vitis vinifera L. subsp. vinifera ,,India,1019527.0,True,0.35,100.0,0.0,0.0,0.0,0.0,BHARAT EARLY,13613,INDIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,,M5_fuzzy(r=0.960),1,OK,OK,False
DVIT_23,DVIT 23,Bokay,Vitis hybr.,DAV,"Missouri, United States",1000852.0,True,0.2,62.7,11.4,26.0,0.0,0.0,BOKAY,14472,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,BLANC,CAPTAIN,TERRET BLANC,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_229,DVIT 229,Landot 2283,Vitis hybr.,DAV,France,1004587.0,True,0.25,54.0,30.1,15.9,0.0,0.0,LANDOT 2283,6727,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,SEYVAL BLANC,PLANTET,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
DVIT_228,DVIT 228,Landot 2281,Vitis hybr.,DAV,"Kansas, United States",1004573.0,True,0.26,59.9,27.5,12.6,0.0,0.0,LANDOT 2281,6725,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,SEYVAL BLANC,PLANTET,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_226,DVIT 226,Landot 1674,Vitis hybr.,DAV,"Kansas, United States",1004549.0,True,0.31,56.3,35.2,8.5,0.0,0.0,LANDOT 1674,6721,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,PLANTET,GAMAY,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_232,DVIT 232,Landot 2517,Vitis hybr.,DAV,"Kansas, United States",1004613.0,True,0.22,52.8,36.4,10.8,0.0,0.0,LANDOT 2517,6731,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,RUBILANDE,LANDOT 204,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_2327,DVIT 2327,MALTA SEEDLESS,Vitis vinifera L. subsp. vinifera ,,,1019667.0,True,0.25,100.0,0.0,0.0,0.0,0.0,MALTA SEEDLESS,7253,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,,OK,False
DVIT_2321,DVIT 2321,Juracon noir,Vitis vinifera L. subsp. vinifera ,DAV,France,1019617.0,True,0.29,100.0,0.0,0.0,0.0,0.0,JURANCON NOIR,5862,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,FOLLE BLANCHE,COT,view,M5_fuzzy(r=0.960),1,OK,OK,False
DVIT_2320,DVIT 2320,GAMAY NOIR,Vitis vinifera L. subsp. vinifera ,,France,1019604.0,True,0.31,100.0,0.0,0.0,0.0,0.0,GAMAY NOIR,4377,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,HEUNISCH WEISS,PINOT NOIR,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
DVIT_2317,DVIT 2317,EHRENFELSER,Vitis vinifera L. subsp. vinifera ,,Germany,1019591.0,True,0.28,100.0,0.0,0.0,0.0,0.0,EHRENFELSER,3847,GERMANY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,RIESLING,KNIPPERLE,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
DVIT_2313,DVIT 2313,Corbu Blanc,Vitis vinifera L. subsp. vinifera ,DAV,France,1019567.0,True,0.28,99.9,0.0,0.0,0.0,0.1,COURBU BLANC,3211,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,,M5_fuzzy(r=0.957),1,OK,OK,False
DVIT_2257,DVIT 2257,Nonno Giovanni,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1019225.0,True,0.31,74.8,0.0,25.2,0.0,0.0,NONNO GIOVANNI,42299,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_2167,DVIT 2167,Orange Muscat,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1018634.0,True,0.27,100.0,0.0,0.0,0.0,0.0,ORANGE MUSCAT,25848,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,,OK,False
DVIT_2164,DVIT 2164,Trieste,Vitis vinifera L. subsp. vinifera ,DAV,"Illinois, United States",1018616.0,True,0.29,100.0,0.0,0.0,0.0,0.0,TRIESTE,12646,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,MOSCATO D'ADDA,PIROVANO 61,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_2161,DVIT 2161,Foster's white seedling,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1018600.0,True,0.3,100.0,0.0,0.0,0.0,0.0,FOSTER'S WHITE SEEDLING,4204,UNITED KINGDOM,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,BLACK MOROCCO,SCHIAVA GROSSA,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_2159,DVIT 2159,Lady Hutt,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1018588.0,True,0.29,100.0,0.0,0.0,0.0,0.0,LADY HUTT,6631,UNITED KINGDOM,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,DODRELYABI,BLACK ALICANTE,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_224,DVIT 224,Landot 709,Vitis hybr.,DAV,France,1004527.0,True,0.17,52.3,40.6,7.1,0.0,0.0,LANDOT 709,6717,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,PLANTET,SEIBEL 8718,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
DVIT_223,DVIT 223,Landot 540,Vitis hybr.,DAV,"California, United States",1004524.0,True,0.2,59.9,32.3,7.2,0.2,0.4,LANDOT 540,6715,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,PINOT,CHANCELLOR,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_222,DVIT 222,Landot 304,Vitis hybr.,DAV,"Kansas, United States",1004501.0,True,0.23,60.4,32.8,6.2,0.0,0.6,LANDOT 304,6713,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,SEIBEL 6468,PLANTET,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_221,DVIT 221,Landot 204,Vitis hybr.,DAV,"Kansas, United States",1004498.0,True,0.26,60.8,28.3,10.9,0.0,0.0,LANDOT 204,6710,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,SEIBEL 5163,PLANTET,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_22,DVIT 22,Black Queen,Vitis hybr.,DAV,Japan,1000825.0,True,0.17,69.5,1.3,29.2,0.0,0.0,BLACK QUEEN,1406,JAPAN,VITIS INTERSPECIFIC CROSSING,NOIR,BAILEY,GOLDEN QUEEN,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
DVIT_2197,DVIT 2197,Magnolia,Vitis rotundifolia Michx. ,DAV,"Georgia, United States",1018815.0,True,0.32,0.0,0.0,0.0,100.0,0.0,MAGNOLIA,7096,UNITED STATES OF AMERICA,MUSCADINIA ROTUNDIFOLIA MICHAUX VAR. ROTUNDIFOLIA,BLANC,SCUPPERNONG X (THOMAS X HOPE),TOPSAIL X TARHEEL,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_2196,DVIT 2196,Scuppernong,Vitis rotundifolia Michx. ,DAV,"Georgia, United States",1018808.0,True,0.36,0.0,0.0,0.0,100.0,0.0,SCUPPERNONG,10847,UNITED STATES OF AMERICA,MUSCADINIA ROTUNDIFOLIA MICHAUX VAR. ROTUNDIFOLIA,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_2195,DVIT 2195,Nesbitt,Vitis rotundifolia Michx. ,DAV,"Georgia, United States",1018804.0,True,0.35,0.0,0.0,0.0,100.0,0.0,NESBITT,16905,UNITED STATES OF AMERICA,MUSCADINIA ROTUNDIFOLIA MICHAUX VAR. ROTUNDIFOLIA,NOIR,FRY,COWART,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_2194,DVIT 2194,Sterling,Vitis rotundifolia Michx. ,DAV,"Georgia, United States",1018796.0,True,0.29,0.0,0.0,0.0,100.0,0.0,STERLING,12007,UNITED STATES OF AMERICA,MUSCADINIA ROTUNDIFOLIA MICHAUX VAR. ROTUNDIFOLIA,BLANC,?,MAGNOLIA,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,True
DVIT_2193,DVIT 2193,Dixie,Vitis rotundifolia Michx. ,DAV,"Georgia, United States",1018790.0,True,0.29,0.0,0.0,0.0,100.0,0.0,DIXIE,3592,UNITED STATES OF AMERICA,VITIS INTERGENERIC CROSSING,BLANC,SAN JACINTO,BRILLIANT,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,True
DVIT_2192,DVIT 2192,Carlos,Vitis rotundifolia Michx. ,DAV,"Georgia, United States",1018782.0,True,0.31,0.5,0.0,0.0,99.5,0.0,CARLOS,2105,UNITED STATES OF AMERICA,MUSCADINIA INTERSPECIFIC CROSSING,BLANC,HOWARD,NORTH CAROLINA 11-173,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_2189,DVIT 2189,Cowart,Vitis rotundifolia Michx. ,DAV,"Georgia, United States",1018765.0,True,0.33,0.0,0.0,0.0,100.0,0.0,COWART,3219,UNITED STATES OF AMERICA,MUSCADINIA ROTUNDIFOLIA MICHAUX VAR. ROTUNDIFOLIA,NOIR,HIGGINS,?,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
