vivc_prime_name,vivc_no,vivc_origin,vivc_species,vivc_color,vivc_parent1,vivc_parent2,in_passport,in_marker_support,in_vivc_confirmed,in_constantini_2026,in_myles_2011,in_lacombe_2013,in_oliveira_2020,in_lac_emanuelli_2020,in_laucou_2018,in_liang_2019,in_grin_pedigree,in_grin_alignment,in_ssr_vivc,in_ssr_migliaro,in_ssr_lacombe,in_ssr_oliveira,in_node_profile,n_sources,name_in_marker_support,name_in_vivc_confirmed,name_in_constantini_2026,name_in_myles_2011,name_in_lacombe_2013,name_in_oliveira_2020,name_in_lac_emanuelli_2020,name_in_laucou_2018,name_in_liang_2019,name_in_grin_pedigree,name_in_grin_alignment,grin_accession_id,grin_match_methods,is_alias,aliases,in_alias_map,passport_candidate
CARDINAL,2091,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,ALPHONSE LAVALLEE,KOENIGIN DER WEINGAERTEN,True,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,True,7,,,,,,,,,,,Cardinal,DVIT_370,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
CILIEGIOLO,2660,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,MUSCAT ROUGE DE MADERE,SANGIOVESE,True,True,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False,7,,,,,,,,,,,,,,False,,False,
COLOMBARD,2771,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,HEUNISCH WEISS,CHENIN,True,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,7,,,,,,,,,,,Colombard,DVIT_695,M1_exact|M3_umlaut|M4_hybrid_spacing,True,FRENCH COLOMBARD,True,
CONCORD,2801,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,CATAWBA,VITIS LABRUSCA LINNE,True,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False,True,7,,,,,,,,,,,Concord,PI_588077,M1_exact|M3_umlaut|M4_hybrid_spacing,True,PAUL REVERE; VARATURA; WHEELER,True,
COT,2889,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,MAGDELEINE NOIRE DES CHARENTES,PRUNELARD,True,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,7,MALBEC,,,,,,,,,,MALBEC,DVIT_803,M2_alias,True,MALBEC,True,
CRIMPOSIE,3237,ROMANIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,BEALA DEBELA,IORDAN,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,True,7,,,,,,,,,,,,,,False,,False,
CSABA GYOENGYE,9166,HUNGARY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,MADELEINE ANGEVINE,MUSCAT FLEUR D'ORANGER,True,False,True,False,False,True,False,True,True,True,False,False,False,False,True,False,False,7,,,,,PERLE DE CSABA,,,PERLE DE CSABA,,,,,,True,PERLA DI CSABA; PERLE DE CSABA,True,
DIAMOND,3545,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,BLANC,CONCORD,IONA,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,True,7,,,,,,,,,,,Diamond,PI_588120,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
DODRELYABI,3616,GEORGIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,TIGVOASA,KADARKA KEK,True,False,True,False,False,True,False,True,True,True,False,False,False,False,True,False,False,7,,,,,GROS COLMAN,,,GROS COLMAN,GROS COLMAN,,,,,True,GROS COLMAN,True,
EARLY MUSCAT,3801,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,MUSCAT HAMBURG,KOENIGIN DER WEINGAERTEN,True,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,7,,,,,,,,,,,Early Muscat,DVIT_394,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
EXOTIC,4022,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,AHMEUR BOU AHMEUR,ALPHONSE LAVALLEE,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,7,,,,,,,,,,,Exotic,DVIT_401,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
FREDONIA,4234,UNITED STATES OF AMERICA,VITIS LABRUSCA LINNÉ,BLANC,,,True,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False,True,7,,,,,,,,,ISLAND BELLE,,Fredonia,PI_597098,M1_exact|M3_umlaut|M4_hybrid_spacing,True,ISLAND BELLE,True,
FREEDOM,4235,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,FRESNO 1613- 59,DOG RIDGE 5,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,True,7,,,,,,,,,,,Freedom,PI_588370,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
GEWUERZTRAMINER,12609,GERMANY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROSE,,,True,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,True,7,,,,,,,,,,,Gewurztraminer,DVIT_8074,M5_fuzzy(r=0.966),True,GEWURZ TRAMINER,True,
GOLD,4997,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,CALIFORNIA A 3- 94,CALIFORNIA K 3- 78,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,7,,,,,,,,,,,Gold,DVIT_410,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
GOLDEN MUSCAT,4881,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,BLANC,MUSCAT HAMBURG,DIAMOND,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,True,7,,,,,,,,,,,Golden Muscat,PI_588111,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
GRAND NOIR,5012,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,GRACIANO,BOUSCHET PETIT,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,True,7,,,,,,,,,,,Grand Noir,DVIT_8077,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
GROS CABERNET,22758,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,ONDARRABI BELTZA,?,True,True,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,7,,,,,,,,,,,,,,False,,False,
HEROLDREBE,5365,GERMANY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,PORTUGIESER BLAU,BLAUFRAENKISCH,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,7,,,,,,,,,,,Heroldrebe,DVIT_2676,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
HEUNISCH WEISS,5374,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,True,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,7,GOUAIS BLANC,GOUAIS BLANC,,,,,,GOUAIS BLANC,,,,,,True,GOUAIS BLANC; HEUNISCH; KLEINBERGER; WEISSER HEUNISCH,True,
JULIUS CAESAR,5853,HUNGARY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROSE,CHASSELAS ROUGE,CSABA GYOENGYE,True,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,7,,,,,,,,,,,Julius Caesar,DVIT_579,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
MADELEINE ROYALE,7068,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,PINOT,SCHIAVA GROSSA,True,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,7,,,,,,,,,,,Madeleine Royale,DVIT_3211,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
MALVASIA BIANCA,7256,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,SCIACCARELLO,?,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,True,7,,,,,,,,,,,Malvasia Bianca,DVIT_807,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
MANZONI BIANCO,7360,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,RIESLING WEISS,PINOT BLANC,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,True,7,,,,,,,,,,,,,,False,,False,
MELON,7615,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,HEUNISCH WEISS,PINOT,True,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,7,,,,,,,,,,,Melon,DVIT_825,M1_exact|M3_umlaut|M4_hybrid_spacing,True,MELON DE BOURGOGNE,True,
MONASTRELL,7915,SPAIN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,7,MOURVEDRE,MOURVEDRE,,,,,,,,,Mataro,DVIT_819,M2_alias,True,ENGLISH COLOSSAL; ESPARTE; MATARO; MOURVEDRE; MOURVÈDRE,True,
MUSCAT OF ALEXANDRIA,8241,GREECE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,HEPTAKILO,MUSCAT A PETITS GRAINS BLANCS,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,7,,,,,,,,,,,Muscat Of Alexandria,DVIT_8114,M1_exact|M3_umlaut|M4_hybrid_spacing,True,MUSCAT BOWOOD; MUSCAT FLAME; WHITE TOKAY,True,
NEBBIOLO,8417,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,7,,,,,,,,,,,Nebbiolo,DVIT_8116,M1_exact|M3_umlaut|M4_hybrid_spacing,True,SPANNA,True,
NEGRO AMARO,8456,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,?,MAIOLICA,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,True,7,,,,,,,,,,,Negro Amaro,DVIT_8118,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
PERLETTE,9168,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,KOENIGIN DER WEINGAERTEN,SULTANINA,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,7,,,,,,,,,,,Perlette,DVIT_8125,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
QUEEN,9841,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,MUSCAT HAMBURG,SULTANINA,True,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,7,,,,,,,,,,,Queen,DVIT_8136,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
SICILIEN,11775,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,BICANE,PASCAL BLANC,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,7,,,,,,,,,,,Sicilien,DVIT_523,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
SIEGERREBE,11781,GERMANY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROSE,MADELEINE ANGEVINE,GEWUERZTRAMINER,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,7,,,,,,,,,,,Siegerrebe,DVIT_8164,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
TANNAT,12257,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,True,7,,,,,,,,,,,Tannat,DVIT_8172,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
TORRONTES RIOJANO,15162,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,LISTAN PRIETO,MUSCAT OF ALEXANDRIA,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,True,7,,,,,,,,,,,Torrontes Riojano,DVIT_3190,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
AFFENTHALER,79,GERMANY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,SUESSSCHWARZ,HEUNISCH WEISS,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,6,,,,,,,,,,,Affenthaler,DVIT_618,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
AHMAR DERANI,133,SYRIAN ARAB REPUBLIC,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,,,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,6,,,,,,,,,,,,,,False,,False,
ALBA IMPUTOTATO,14766,ROMANIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,VISPAROLA,?,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,6,,,,,,,,,,,,,,False,,False,
ALICANTE GANZIN,303,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,GANZIN 4,ALICANTE HENRI BOUSCHET,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,6,,,,,,,,,,,Alicante Ganzin,DVIT_296,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
ALICANTE HENRI BOUSCHET,304,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,BOUSCHET PETIT,GARNACHA TINTA,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,6,,,,,,,,,,,,,,False,,False,
ALIGOTE,312,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,HEUNISCH WEISS,PINOT,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,6,,,,,,,,,,,Aligote,DVIT_627,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
ALVARINHO,15689,PORTUGAL,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,6,,,,,,,,,,,,,,True,ALBARINO; ALBARIÑO,True,
ANCELLOTTA,447,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,6,,,,,,,,,,,,,,False,,False,
ARAMON NOIR,544,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,OULIVEN,HEUNISCH WEISS,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,6,,,,,,,ARAMON,,,,Aramon,DVIT_633,M2_alias,True,ARAMON,True,
AROMRIESLING,637,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,RIESLING,MUSCAT PRECOCE DE SAUMUR,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,6,,,,,,,,,,,,,,False,,False,
ASSOUED KERE,724,TURKEY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,6,,,,,,,,,,,,,,False,,False,
AUXERROIS,792,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,HEUNISCH WEISS,PINOT,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,6,AUXERROIS BLANC,,,,,,,,,,,,,True,AUXERROIS BLANC; AUXERROIS GROS,True,
BAILEY,897,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,BIG BERRY,TRIUMPH,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,6,,,,,,,,,,,Bailey,DVIT_15,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
BARBABLEU,967,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,OLIVETTE NOIRE,MUSCAT HAMBURG,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,6,,,,,,,,,,,Barbaleu,DVIT_1651,M5_fuzzy(r=0.941),False,,False,
BARBERA NERA,974,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,?,COCCALONA NERA,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,6,,BARBERA,,,,,BARBERA,,,,Barbera,DVIT_649,M2_alias,True,BARBERA,True,
BARLINKA,993,ALGERIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,6,,,,,,,,,,,Barlinka,DVIT_8014,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
BASERRI,1021,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,MANSENG GROS BLANC,MUSCADELLE,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,6,,,,,,,,,,,,,,False,,False,
BENEDICTO,1131,SPAIN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,6,,,,,,,,,,,,,,False,,False,
BEZOUL EL AOUDA,1312,MOROCCO,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,ABOUHOU,DEDO DE DAMA,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,6,,,,,,,,,,,,,,False,,False,
BLACK ROSE,1408,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,SALEM,CONCORD,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,6,,,,,,,,,,,Black Rose,DVIT_362,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
BRUN FOURCA,1707,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,PAUGAYEN,BESTS R 2 V 73,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,6,,,,,,,,,,,,,,False,,False,
BUCKLAND SWEET WATER,1783,UNITED KINGDOM,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,6,,,,,,,,,,,Buckland's Sweetwater,DVIT_363,M5_fuzzy(r=0.927),False,,False,
CALABRE,1988,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,BICANE,MUSCAT A PETITS GRAINS BLANCS,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,6,,,,,,,,,,,,,,False,,False,
CALLET,2001,SPAIN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,CALLET CAS CONCOS,FOGONEU,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,6,,,,,,,,,,,,,,False,,False,
CALMERIA,2004,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,OHANES,SULTANINA,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,6,,,,,,,,,,,Calmeria,DVIT_366,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
CAMARAOU NOIR,2017,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,6,,,,,,,,,,,,,,False,,False,
CARIGNAN NOIR,2098,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,CASTELLANA BLANCA,?,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,6,,,,,,,,CARIGNAN,,,,,,True,CARIGNAN; MAZUELO,True,
CASTELAO,41380,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,6,,,,,,JOAO SANTAREM,,,,,Castelao,DVIT_683,M1_exact|M3_umlaut|M4_hybrid_spacing,True,CASTELAO FRANCES; JOAO DE SANTAREM; JOAO SANTAREM; PERIQUITA,True,
CASTELLANA BLANCA,26280,SPAIN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,6,,,,,,,,,,,,,,False,,False,
CATAWBA,2346,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,ROUGE,VITIS LABRUSCA LINNE,SEMILLON,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,6,,,,,,,,,,,Catawba,PI_588070,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
CENTENNIAL SEEDLESS,2380,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,GOLD,OLMO Q 25- 6,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,6,,,,,,,,,,,Centennial Seedless,DVIT_8032,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
CEREZA,2390,ARGENTINA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,MUSCAT OF ALEXANDRIA,LISTAN PRIETO,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,6,,,,,,,,,,,,,,False,,False,
CHAPTAL,2450,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,KARMIR KAKHANI,KISHMISH BELYI KRUGLII,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,6,,,,,,,,,,,,,,False,,False,
CHARMONT,15832,SWITZERLAND,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,CHASSELAS,CHARDONNAY,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,6,,,,,,,,,,,Charmont,DVIT_2668,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
CHASSELAS ROSE,2493,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROSE,,,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,6,,,,,,,,,,,Chasselas Rose,DVIT_376,M1_exact|M3_umlaut|M4_hybrid_spacing,True,CHASSELAS ROSE ROYAL,True,
CHATUS,22650,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,6,,,,,,,,,,,Chatus,DVIT_669,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
CITRONELLE,2689,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,6,,,,,,,,,,,Citronelle,DVIT_381,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
COARNA ALBA,2724,MOLDOVA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,6,,,,,,,,,,,,,,False,,False,
DANUGUE,3425,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,BREVAL NEGRO,?,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,6,,,,,,,,,,,Danugue,DVIT_387,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
DATAL,3436,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,MUSCAT OF ALEXANDRIA,AFUS ALI,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,6,,,,,,,,,,,,,,False,,False,
DEDO DE DAMA,14842,PORTUGAL,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,6,,,,,,,,,,,,,,False,,False,
DELIGHT,3509,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,KOENIGIN DER WEINGAERTEN,SULTANINA,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,6,,,,,,,,,,,Delight,DVIT_390,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
DELIZIA DI VAPRIO,3510,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,SICILIEN,MUSCAT OF ALEXANDRIA,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,6,,,,,,,,,,,DELIZIA DI VAPRIO,DVIT_571,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
DOG RIDGE,3623,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,VITIS RUPESTRIS SCHEELE,VITIS CANDICANS ENGELMANN,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,6,,,,,,,,,,,Dog Ridge,DVIT_8049,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
DORAL,16869,SWITZERLAND,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,CHASSELAS,CHARDONNAY,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,6,,,,,,,,,,,Doral,DVIT_2670,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
DOURADINHA,8864,PORTUGAL,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,AMARAL,ALFROCHEIRO,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,6,,,,,,,,,,,,,,False,,False,
EINSET SEEDLESS,3848,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,ROSE,FREDONIA,CANNER SEEDLESS,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,6,,,,,,,,,,,Einset Seedless,PI_594337,M1_exact|M3_umlaut|M4_hybrid_spacing,False,,False,
