vivc_prime_name,n_sources,passport_candidate,in_marker_support,in_vivc_confirmed,in_constantini_2026,in_myles_2011,in_lacombe_2013,in_oliveira_2020,in_lac_emanuelli_2020,in_laucou_2018,in_liang_2019,in_grin_pedigree,in_grin_alignment,in_ssr_vivc,in_ssr_migliaro,in_ssr_lacombe,in_ssr_oliveira,in_node_profile,name_in_lacombe_2013,name_in_laucou_2018,name_in_lac_emanuelli_2020,name_in_grin_pedigree,name_in_grin_alignment,grin_accession_id
BURDIN  6004,1,BURDIN 6004,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
BURDIN  7374,1,BURDIN 7374,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
BURDIN  7696,1,BURDIN 7696,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
BURYI 2,1,BURYI,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
BÉCLAN,1,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
BÉQUIGNOL,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,,
CABERNET FRANC #,1,CABERNET FRANC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
CABERNET GERNISCHET,1,CABERNET CUBIN,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,
CABERNET-SAUVIGNON,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
CACCIÒ DI FERMO NERO,1,CACCIO DI FERMO NERO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
CALABRESE (NERO D'AVOLA),1,CALABRESE,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
CALABRESERTRAUBE (COLLECTION BICANE,1,CALABRESERTRAUBE (COLLECTION RODRIAN),False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
CALMERIA = C11‐31‐5,1,CALMERIA,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
CAMARALET FAUX (CONSERVATOIRE DE CABERNET FRANC,1,CAMARALET FAUX,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
CAMARATE = PRETO MARTINHO,1,PRETO MARTINHO,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,,
CAMARATE = PRETO MARTINHO PARDINA = JAEN BLANCO,1,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
CAMPOS DA PAZ,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
CANAIOLO,1,CANAIOLO NERO,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
CANNELLA NERA,1,BOSSOLERA NERA,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
CANNONAU,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
CANNONAU (GARNACHA TINTA),1,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
CAOUCH ROSE,1,APULIA ROSE SEEDLESS,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
CARDINAL #,1,FRUMOASA DE GHIOROC X CARDINAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
CARIGNAN (MAZUELO),1,CARIGNAN BOUSCHET,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
CARLOS #,1,CARLOS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
CARMÉNÈRE,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
CARRARESA,1,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
CARRASQUÍN,1,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
CASCAROLO,1,CASCAROLO NERO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
CASELLE,1,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
CASTAÑAL,1,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
CASTEL    173- 38,1,CASTEL 173- 38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
CASTEL   188- 08,1,CASTEL 188- 15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
CASTEL   224-  1,1,CASTEL 224- 1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
CASTEL  1874,1,CASTEL 1874,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
CASTEL  1919,1,CASTEL 1919,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
CASTEL  2041,1,CASTEL 2041,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
CASTEL  2181,1,CASTEL 2181,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
CASTEL  2834,1,CASTEL 2834,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
CASTEL  2838,1,CASTEL 2838,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
CASTEL  5938,1,CASTEL 5938,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
CASTEL  6519,1,CASTEL 6519,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
CASTEL  6519 R,1,CASTEL 6519,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
CASTEL  6736,1,CASTEL 6736,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
CASTEL  6961,1,CASTEL 6961,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
CASTEL  6971,1,CASTEL 6971,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
CASTEL  7229,1,CASTEL 7229,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
CASTEL  7501,1,CASTEL 7501,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
CASTEL  7605,1,CASTEL 7605,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
CASTEL  7821,1,CASTEL 7821,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
CASTEL 216-3,1,CASTEL 2812,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
CASTELÃO #,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
CASTETS = MATURANA TINTA DE NAVARRETE,1,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
CASTILLÓN DE ARCOS,1,CASTILLO DE ARCOS,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
CATAWBA (4N),1,OTSUBU CATAWBA (4N),False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,
CATAWBA ROSA #,1,OTSUBU CATAWBA (4N),False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
CAYETANA BLANCA = JAÉN BLANCO,1,CAYETANA BLANCA,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
CAÑOCAZO,1,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
CAÑORROYO,1,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
CEAUS,1,CEAUS ROZ FAUX,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
CERCIAL DU DAO,1,CERCIAL,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
CERCIAL DU DÃO,1,CERCIAL,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
CHAKAR ANGOUR TACHKENTSKY,1,CHAKAR ANGURA SAFID,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,,
CHAKAR ANGOUR TACHKENTSKY MATRASSA BLANC FAUX,1,MATRASSA BLANC FAUX,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
CHAMBEAUDIERE  540,1,CHAMBEAUDIERE 1336,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
CHAOUCH BILII,1,CHAOUCH ROZOVYI,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
CHASSELAS DES BOUCHES‐DU‐RHÔNE COARNA ALBA,1,COARNA ALBA,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
CHASSELAS DORATO,1,CHASSELAS DE BANEASA,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
CHATUS N.,1,CHATUS NOIR DE MAURE,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
CHIAVENNASCA BIANCA,1,GIUSTILISA BIANCA,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
CILIEGIOLO UNIPI,1,CILIEGIOLO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
CINCAUT,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
CJANORIE,1,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
CLAIRETTE #,1,CLAIRETTE BELDI 3612,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
COARNA ALB,1,COARNA ALBA,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
CODA DI VOLPE,1,CODA DI VOLPE BIANCA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
COLORINO (ABRUSCO),1,COLORINO DI PISA,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
COMPLETER,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
CONCA D'ORO (NON IDENTIFIED),1,CONCA D'ORO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
CONCORD #,1,CONCORD CHASSELAS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
CONCORD PRECOCE,1,CONCORD CHASSELAS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
CORAZON DE CABRITO,1,CORAZON DE GALLO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
CORAZÓN DE CABRITO,1,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
CORINTHE NOIR = KORINTHIAKI,1,ARBANE NOIR,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
CORINTO (FALSO),1,CORINTO NERO (NON IDENTIFIED),False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
CORNALLIN,1,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
CORNICHON BLANC (NON-IDENTIFIED),1,CORNICHON BLANC (NON IDENTIFIED),False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
CORNIOLA (FALSE),1,CORNIOLA NERA,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
CORVINA VERONE,1,CORVINA VERONESE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
COSMO   2,1,COSMO 108,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
COSMO   9,1,COSMO 108,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
COSMO  10,1,COSMO 108,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
COSMO  95,1,COSMO 108,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
COUDERC,1,COUDERC 2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,
COUDERC     3,1,COUDERC 90- 38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
COUDERC     8,1,COUDERC 90- 38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
COUDERC     9-   3,1,COUDERC 90- 38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
COUDERC    10,1,COUDERC 90- 38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
COUDERC    14,1,COUDERC 90- 38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
COUDERC    19- 21,1,COUDERC 90- 38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
COUDERC    20,1,COUDERC 90- 38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
COUDERC    22,1,COUDERC 90- 38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
COUDERC    23,1,COUDERC 90- 38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
COUDERC    24,1,COUDERC 90- 38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
COUDERC    63- 17,1,COUDERC 90- 38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
COUDERC    64- 19,1,COUDERC 90- 38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
COUDERC    74- 17,1,COUDERC 90- 38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
COUDERC    82- 12,1,COUDERC 90- 38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
COUDERC    82- 13,1,COUDERC 90- 38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
COUDERC    84- 16,1,COUDERC 90- 38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
COUDERC    84- 18,1,COUDERC 90- 38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
COUDERC    85-  1,1,COUDERC 90- 38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
COUDERC    85- 16,1,COUDERC 90- 38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
COUDERC    85-113,1,COUDERC 85-113,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
COUDERC    87- 83,1,COUDERC 90- 38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
COUDERC    87-115,1,COUDERC 87-115,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
COUDERC    88- 13,1,COUDERC 90- 38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
COUDERC    89- 23,1,COUDERC 90- 38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
COUDERC    90- 38,1,COUDERC 90- 38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
COUDERC    92- 21,1,COUDERC 90- 38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
COUDERC    96- 32,1,COUDERC 90- 38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
COUDERC    97- 16,1,COUDERC 90- 38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
